IdPeriod,MatchDate,MatchTime,Time,Match,Player1name,Player1team,LocationX,LocationY,AttackingDirection
2,2015/08/17,20:00:00.000000,917.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1560,110,1
2,2015/08/17,20:00:00.000000,917.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1570,110,1
2,2015/08/17,20:00:00.000000,917.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1580,110,1
2,2015/08/17,20:00:00.000000,917.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1590,100,1
2,2015/08/17,20:00:00.000000,917.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1600,100,1
2,2015/08/17,20:00:00.000000,918,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1610,90,1
2,2015/08/17,20:00:00.000000,918.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1620,90,1
2,2015/08/17,20:00:00.000000,918.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1630,80,1
2,2015/08/17,20:00:00.000000,918.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1640,70,1
2,2015/08/17,20:00:00.000000,918.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1650,60,1
2,2015/08/17,20:00:00.000000,918.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1660,50,1
2,2015/08/17,20:00:00.000000,918.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1670,40,1
2,2015/08/17,20:00:00.000000,918.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1680,30,1
2,2015/08/17,20:00:00.000000,918.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1690,20,1
2,2015/08/17,20:00:00.000000,918.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1700,10,1
2,2015/08/17,20:00:00.000000,919,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1700,0,1
2,2015/08/17,20:00:00.000000,919.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1710,0,1
2,2015/08/17,20:00:00.000000,919.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1720,-10,1
2,2015/08/17,20:00:00.000000,919.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1720,-10,1
2,2015/08/17,20:00:00.000000,919.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1730,-20,1
2,2015/08/17,20:00:00.000000,919.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1730,-20,1
2,2015/08/17,20:00:00.000000,919.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1740,-30,1
2,2015/08/17,20:00:00.000000,919.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1750,-30,1
2,2015/08/17,20:00:00.000000,919.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1760,-40,1
2,2015/08/17,20:00:00.000000,919.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1770,-40,1
2,2015/08/17,20:00:00.000000,920,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1780,-50,1
2,2015/08/17,20:00:00.000000,920.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1790,-50,1
2,2015/08/17,20:00:00.000000,920.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1810,-50,1
2,2015/08/17,20:00:00.000000,920.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1820,-60,1
2,2015/08/17,20:00:00.000000,920.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1840,-60,1
2,2015/08/17,20:00:00.000000,920.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1870,-60,1
2,2015/08/17,20:00:00.000000,920.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1890,-70,1
2,2015/08/17,20:00:00.000000,920.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1920,-70,1
2,2015/08/17,20:00:00.000000,920.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-70,1
