Time,Half,XPos,YPos
0.0,First Half,1336,-391
0.1,First Half,1331,-391
0.2,First Half,1327,-391
0.3,First Half,1322,-391
0.4,First Half,1317,-391
0.5,First Half,1316,-390
0.6,First Half,1314,-389
0.7,First Half,1312,-388
0.8,First Half,1311,-386
0.9,First Half,1311,-384
1.0,First Half,1311,-382
1.1,First Half,1311,-380
1.2,First Half,1311,-377
1.3,First Half,1312,-373
1.4,First Half,1312,-370
1.5,First Half,1313,-366
1.6,First Half,1313,-361
1.7,First Half,1313,-357
1.8,First Half,1313,-353
1.9,First Half,1313,-349
2.0,First Half,1313,-345
2.1,First Half,1313,-342
2.2,First Half,1312,-339
2.3,First Half,1311,-337
2.4,First Half,1310,-336
2.5,First Half,1310,-337
2.6,First Half,1309,-340
2.7,First Half,1308,-346
2.8,First Half,1308,-354
2.9,First Half,1307,-364
3.0,First Half,1307,-375
3.1,First Half,1307,-386
3.2,First Half,1307,-397
3.3,First Half,1307,-408
3.4,First Half,1307,-418
3.5,First Half,1307,-428
3.6,First Half,1307,-437
3.7,First Half,1307,-446
3.8,First Half,1306,-454
3.9,First Half,1305,-461
4.0,First Half,1304,-468
4.1,First Half,1303,-474
4.2,First Half,1303,-479
4.3,First Half,1302,-485
4.4,First Half,1302,-490
4.5,First Half,1301,-494
4.6,First Half,1300,-499
4.7,First Half,1299,-503
4.8,First Half,1298,-508
4.9,First Half,1296,-512
5.0,First Half,1294,-518
5.1,First Half,1292,-525
5.2,First Half,1290,-532
5.3,First Half,1288,-539
5.4,First Half,1287,-546
5.5,First Half,1286,-552
5.6,First Half,1284,-557
5.7,First Half,1283,-560
5.8,First Half,1282,-562
5.9,First Half,1281,-563
6.0,First Half,1280,-563
6.1,First Half,1280,-561
6.2,First Half,1280,-558
6.3,First Half,1280,-554
6.4,First Half,1281,-548
6.5,First Half,1283,-542
6.6,First Half,1284,-536
6.7,First Half,1285,-530
6.8,First Half,1286,-524
6.9,First Half,1287,-519
7.0,First Half,1287,-514
7.1,First Half,1287,-511
7.2,First Half,1287,-507
7.3,First Half,1288,-505
7.4,First Half,1288,-503
7.5,First Half,1288,-501
7.6,First Half,1288,-500
7.7,First Half,1287,-499
7.8,First Half,1286,-499
7.9,First Half,1285,-498
8.0,First Half,1283,-499
8.1,First Half,1281,-499
8.2,First Half,1278,-500
8.3,First Half,1275,-500
8.4,First Half,1272,-501
8.5,First Half,1269,-502
8.6,First Half,1265,-502
8.7,First Half,1260,-503
8.8,First Half,1258,-503
8.9,First Half,1258,-502
9.0,First Half,1262,-500
9.1,First Half,1268,-497
9.2,First Half,1276,-492
9.3,First Half,1286,-484
9.4,First Half,1295,-476
9.5,First Half,1302,-466
9.6,First Half,1307,-456
9.7,First Half,1311,-446
9.8,First Half,1314,-436
9.9,First Half,1316,-428
10.0,First Half,1317,-419
10.1,First Half,1318,-410
10.2,First Half,1320,-401
10.3,First Half,1321,-391
10.4,First Half,1323,-380
10.5,First Half,1325,-368
10.6,First Half,1327,-356
10.7,First Half,1329,-343
10.8,First Half,1331,-330
10.9,First Half,1332,-318
11.0,First Half,1333,-307
11.1,First Half,1333,-297
11.2,First Half,1332,-288
11.3,First Half,1330,-279
11.4,First Half,1327,-272
11.5,First Half,1325,-265
11.6,First Half,1322,-259
11.7,First Half,1319,-253
11.8,First Half,1316,-249
11.9,First Half,1313,-245
12.0,First Half,1310,-242
12.1,First Half,1307,-241
12.2,First Half,1305,-240
12.3,First Half,1304,-241
12.4,First Half,1304,-244
12.5,First Half,1305,-247
12.6,First Half,1306,-252
12.7,First Half,1308,-257
12.8,First Half,1309,-262
12.9,First Half,1311,-268
13.0,First Half,1313,-274
13.1,First Half,1315,-281
13.2,First Half,1317,-289
13.3,First Half,1320,-297
13.4,First Half,1324,-306
13.5,First Half,1326,-315
13.6,First Half,1329,-323
13.7,First Half,1330,-330
13.8,First Half,1330,-336
13.9,First Half,1330,-340
14.0,First Half,1328,-344
14.1,First Half,1327,-347
14.2,First Half,1325,-351
14.3,First Half,1323,-355
14.4,First Half,1321,-359
14.5,First Half,1319,-364
14.6,First Half,1318,-369
14.7,First Half,1316,-375
14.8,First Half,1314,-381
14.9,First Half,1312,-388
15.0,First Half,1311,-395
15.1,First Half,1309,-404
15.2,First Half,1307,-414
15.3,First Half,1304,-426
15.4,First Half,1302,-440
15.5,First Half,1301,-454
15.6,First Half,1302,-470
15.7,First Half,1305,-486
15.8,First Half,1310,-501
15.9,First Half,1316,-515
16.0,First Half,1324,-526
16.1,First Half,1331,-536
16.2,First Half,1337,-545
16.3,First Half,1342,-551
16.4,First Half,1346,-555
16.5,First Half,1349,-559
16.6,First Half,1351,-560
16.7,First Half,1353,-560
16.8,First Half,1353,-558
16.9,First Half,1353,-554
17.0,First Half,1351,-549
17.1,First Half,1349,-541
17.2,First Half,1346,-533
17.3,First Half,1344,-524
17.4,First Half,1341,-516
17.5,First Half,1339,-507
17.6,First Half,1336,-499
17.7,First Half,1334,-491
17.8,First Half,1333,-484
17.9,First Half,1331,-477
18.0,First Half,1327,-467
18.1,First Half,1321,-454
18.2,First Half,1311,-437
18.3,First Half,1298,-416
18.4,First Half,1285,-395
18.5,First Half,1272,-373
18.6,First Half,1262,-353
18.7,First Half,1256,-337
18.8,First Half,1254,-326
18.9,First Half,1256,-321
19.0,First Half,1258,-319
19.1,First Half,1261,-320
19.2,First Half,1264,-325
19.3,First Half,1268,-333
19.4,First Half,1271,-343
19.5,First Half,1275,-353
19.6,First Half,1279,-364
19.7,First Half,1283,-374
19.8,First Half,1287,-385
19.9,First Half,1290,-395
20.0,First Half,1294,-404
20.1,First Half,1297,-412
20.2,First Half,1300,-421
20.3,First Half,1303,-430
20.4,First Half,1305,-439
20.5,First Half,1308,-447
20.6,First Half,1310,-456
20.7,First Half,1312,-466
20.8,First Half,1313,-475
20.9,First Half,1315,-483
21.0,First Half,1317,-491
21.1,First Half,1319,-498
21.2,First Half,1322,-504
21.3,First Half,1324,-509
21.4,First Half,1326,-512
21.5,First Half,1327,-515
21.6,First Half,1327,-517
21.7,First Half,1326,-518
21.8,First Half,1324,-518
21.9,First Half,1321,-517
22.0,First Half,1318,-515
22.1,First Half,1315,-514
22.2,First Half,1312,-512
22.3,First Half,1310,-510
22.4,First Half,1309,-509
22.5,First Half,1308,-508
22.6,First Half,1309,-507
22.7,First Half,1309,-506
22.8,First Half,1310,-504
22.9,First Half,1311,-500
23.0,First Half,1311,-496
23.1,First Half,1312,-489
23.2,First Half,1311,-480
23.3,First Half,1310,-469
23.4,First Half,1309,-455
23.5,First Half,1306,-440
23.6,First Half,1303,-422
23.7,First Half,1301,-403
23.8,First Half,1301,-384
23.9,First Half,1301,-367
24.0,First Half,1303,-350
24.1,First Half,1305,-336
24.2,First Half,1309,-324
24.3,First Half,1313,-314
24.4,First Half,1317,-306
24.5,First Half,1320,-300
24.6,First Half,1322,-295
24.7,First Half,1323,-292
24.8,First Half,1324,-291
24.9,First Half,1323,-291
25.0,First Half,1321,-292
25.1,First Half,1319,-296
25.2,First Half,1315,-301
25.3,First Half,1311,-308
25.4,First Half,1307,-317
25.5,First Half,1302,-328
25.6,First Half,1298,-340
25.7,First Half,1294,-353
25.8,First Half,1291,-367
25.9,First Half,1289,-379
26.0,First Half,1289,-391
26.1,First Half,1290,-402
26.2,First Half,1292,-412
26.3,First Half,1296,-421
26.4,First Half,1301,-428
26.5,First Half,1306,-434
26.6,First Half,1312,-438
26.7,First Half,1317,-440
26.8,First Half,1323,-440
26.9,First Half,1331,-439
27.0,First Half,1342,-438
27.1,First Half,1354,-437
27.2,First Half,1366,-437
27.3,First Half,1380,-437
27.4,First Half,1394,-438
27.5,First Half,1407,-439
27.6,First Half,1418,-440
27.7,First Half,1427,-441
27.8,First Half,1436,-442
27.9,First Half,1443,-443
28.0,First Half,1450,-445
28.1,First Half,1454,-446
28.2,First Half,1458,-448
28.3,First Half,1462,-449
28.4,First Half,1465,-450
28.5,First Half,1467,-450
28.6,First Half,1468,-448
28.7,First Half,1467,-445
28.8,First Half,1465,-439
28.9,First Half,1463,-432
29.0,First Half,1459,-423
29.1,First Half,1456,-415
29.2,First Half,1453,-407
29.3,First Half,1451,-399
29.4,First Half,1449,-392
29.5,First Half,1447,-386
29.6,First Half,1445,-379
29.7,First Half,1442,-373
29.8,First Half,1439,-366
29.9,First Half,1435,-361
30.0,First Half,1429,-355
30.1,First Half,1421,-350
30.2,First Half,1412,-346
30.3,First Half,1401,-342
30.4,First Half,1389,-339
30.5,First Half,1377,-338
30.6,First Half,1367,-339
30.7,First Half,1359,-342
30.8,First Half,1353,-345
30.9,First Half,1350,-350
31.0,First Half,1349,-356
31.1,First Half,1350,-360
31.2,First Half,1351,-363
31.3,First Half,1353,-366
31.4,First Half,1354,-369
31.5,First Half,1355,-371
31.6,First Half,1356,-372
31.7,First Half,1356,-373
31.8,First Half,1356,-374
31.9,First Half,1356,-375
32.0,First Half,1356,-376
32.1,First Half,1356,-376
32.2,First Half,1355,-377
32.3,First Half,1355,-377
32.4,First Half,1355,-377
32.5,First Half,1351,-380
32.6,First Half,1342,-384
32.7,First Half,1329,-391
32.8,First Half,1311,-401
32.9,First Half,1287,-414
33.0,First Half,1256,-430
33.1,First Half,1222,-447
33.2,First Half,1186,-465
33.3,First Half,1147,-485
33.4,First Half,1106,-505
33.5,First Half,1063,-525
33.6,First Half,1016,-546
33.7,First Half,965,-567
33.8,First Half,910,-587
33.9,First Half,854,-608
34.0,First Half,798,-628
34.1,First Half,742,-648
34.2,First Half,689,-668
34.3,First Half,640,-688
34.4,First Half,596,-706
34.5,First Half,554,-723
34.6,First Half,513,-739
34.7,First Half,474,-753
34.8,First Half,437,-766
34.9,First Half,402,-776
35.0,First Half,368,-786
35.1,First Half,333,-795
35.2,First Half,297,-802
35.3,First Half,260,-808
35.4,First Half,222,-813
35.5,First Half,182,-816
35.6,First Half,140,-818
35.7,First Half,97,-819
35.8,First Half,56,-819
35.9,First Half,15,-819
36.0,First Half,-24,-817
36.1,First Half,-62,-814
36.2,First Half,-98,-810
36.3,First Half,-131,-806
36.4,First Half,-164,-801
36.5,First Half,-195,-795
36.6,First Half,-226,-788
36.7,First Half,-254,-781
36.8,First Half,-282,-773
36.9,First Half,-309,-764
37.0,First Half,-334,-755
37.1,First Half,-359,-745
37.2,First Half,-384,-736
37.3,First Half,-409,-729
37.4,First Half,-434,-724
37.5,First Half,-460,-720
37.6,First Half,-486,-719
37.7,First Half,-511,-719
37.8,First Half,-535,-720
37.9,First Half,-558,-722
38.0,First Half,-579,-724
38.1,First Half,-598,-726
38.2,First Half,-616,-728
38.3,First Half,-633,-730
38.4,First Half,-649,-734
38.5,First Half,-664,-739
38.6,First Half,-678,-745
38.7,First Half,-692,-753
38.8,First Half,-705,-762
38.9,First Half,-718,-773
39.0,First Half,-730,-785
39.1,First Half,-742,-796
39.2,First Half,-753,-808
39.3,First Half,-764,-819
39.4,First Half,-774,-829
39.5,First Half,-784,-839
39.6,First Half,-793,-848
39.7,First Half,-802,-857
39.8,First Half,-811,-866
39.9,First Half,-819,-874
40.0,First Half,-826,-882
40.1,First Half,-833,-890
40.2,First Half,-839,-898
40.3,First Half,-845,-905
40.4,First Half,-850,-913
40.5,First Half,-857,-920
40.6,First Half,-864,-928
40.7,First Half,-872,-937
40.8,First Half,-880,-944
40.9,First Half,-889,-952
41.0,First Half,-897,-958
41.1,First Half,-905,-964
41.2,First Half,-912,-968
41.3,First Half,-917,-971
41.4,First Half,-922,-973
41.5,First Half,-926,-974
41.6,First Half,-930,-975
41.7,First Half,-932,-974
41.8,First Half,-934,-972
41.9,First Half,-935,-968
42.0,First Half,-934,-964
42.1,First Half,-934,-959
42.2,First Half,-934,-953
42.3,First Half,-934,-944
42.4,First Half,-935,-934
42.5,First Half,-937,-922
42.6,First Half,-940,-909
42.7,First Half,-945,-894
42.8,First Half,-950,-881
42.9,First Half,-956,-868
43.0,First Half,-962,-857
43.1,First Half,-970,-847
43.2,First Half,-978,-838
43.3,First Half,-986,-831
43.4,First Half,-996,-822
43.5,First Half,-1008,-813
43.6,First Half,-1022,-803
43.7,First Half,-1038,-792
43.8,First Half,-1056,-779
43.9,First Half,-1074,-766
44.0,First Half,-1090,-752
44.1,First Half,-1104,-740
44.2,First Half,-1116,-729
44.3,First Half,-1124,-720
44.4,First Half,-1130,-713
44.5,First Half,-1134,-708
44.6,First Half,-1137,-704
44.7,First Half,-1139,-702
44.8,First Half,-1141,-700
44.9,First Half,-1143,-699
45.0,First Half,-1146,-699
45.1,First Half,-1149,-699
45.2,First Half,-1153,-700
45.3,First Half,-1157,-701
45.4,First Half,-1162,-702
45.5,First Half,-1167,-703
45.6,First Half,-1171,-704
45.7,First Half,-1175,-704
45.8,First Half,-1178,-703
45.9,First Half,-1181,-702
46.0,First Half,-1182,-700
46.1,First Half,-1183,-697
46.2,First Half,-1182,-694
46.3,First Half,-1180,-689
46.4,First Half,-1177,-684
46.5,First Half,-1171,-678
46.6,First Half,-1165,-670
46.7,First Half,-1157,-663
46.8,First Half,-1149,-655
46.9,First Half,-1140,-647
47.0,First Half,-1130,-639
47.1,First Half,-1118,-631
47.2,First Half,-1106,-623
47.3,First Half,-1092,-616
47.4,First Half,-1078,-609
47.5,First Half,-1064,-602
47.6,First Half,-1050,-596
47.7,First Half,-1037,-591
47.8,First Half,-1024,-586
47.9,First Half,-1012,-582
48.0,First Half,-1001,-578
48.1,First Half,-990,-575
48.2,First Half,-982,-572
48.3,First Half,-974,-570
48.4,First Half,-967,-568
48.5,First Half,-961,-566
48.6,First Half,-955,-563
48.7,First Half,-950,-560
48.8,First Half,-945,-557
48.9,First Half,-940,-553
49.0,First Half,-935,-549
49.1,First Half,-930,-546
49.2,First Half,-926,-543
49.3,First Half,-921,-541
49.4,First Half,-917,-540
49.5,First Half,-913,-538
49.6,First Half,-909,-537
49.7,First Half,-905,-537
49.8,First Half,-901,-536
49.9,First Half,-897,-537
50.0,First Half,-895,-539
50.1,First Half,-893,-542
50.2,First Half,-892,-546
50.3,First Half,-892,-552
50.4,First Half,-894,-559
50.5,First Half,-895,-567
50.6,First Half,-896,-574
50.7,First Half,-897,-581
50.8,First Half,-898,-587
50.9,First Half,-899,-593
51.0,First Half,-899,-597
51.1,First Half,-898,-600
51.2,First Half,-897,-602
51.3,First Half,-896,-604
51.4,First Half,-894,-604
51.5,First Half,-894,-605
51.6,First Half,-896,-606
51.7,First Half,-900,-608
51.8,First Half,-906,-612
51.9,First Half,-915,-618
52.0,First Half,-928,-626
52.1,First Half,-943,-637
52.2,First Half,-960,-650
52.3,First Half,-979,-664
52.4,First Half,-998,-679
52.5,First Half,-1017,-693
52.6,First Half,-1037,-707
52.7,First Half,-1055,-720
52.8,First Half,-1075,-729
52.9,First Half,-1096,-734
53.0,First Half,-1120,-736
53.1,First Half,-1145,-734
53.2,First Half,-1172,-728
53.3,First Half,-1201,-717
53.4,First Half,-1232,-705
53.5,First Half,-1261,-690
53.6,First Half,-1287,-674
53.7,First Half,-1312,-656
53.8,First Half,-1334,-636
53.9,First Half,-1352,-615
54.0,First Half,-1367,-593
54.1,First Half,-1380,-570
54.2,First Half,-1393,-547
54.3,First Half,-1404,-523
54.4,First Half,-1415,-498
54.5,First Half,-1425,-474
54.6,First Half,-1435,-449
54.7,First Half,-1444,-424
54.8,First Half,-1454,-399
54.9,First Half,-1460,-372
55.0,First Half,-1463,-343
55.1,First Half,-1463,-313
55.2,First Half,-1459,-280
55.3,First Half,-1451,-245
55.4,First Half,-1439,-208
55.5,First Half,-1425,-170
55.6,First Half,-1408,-135
55.7,First Half,-1390,-104
55.8,First Half,-1370,-76
55.9,First Half,-1348,-54
56.0,First Half,-1325,-36
56.1,First Half,-1300,-25
56.2,First Half,-1274,-15
56.3,First Half,-1247,-10
56.4,First Half,-1219,-8
56.5,First Half,-1189,-11
56.6,First Half,-1156,-16
56.7,First Half,-1120,-23
56.8,First Half,-1082,-33
56.9,First Half,-1041,-42
57.0,First Half,-998,-51
57.1,First Half,-953,-59
57.2,First Half,-906,-67
57.3,First Half,-860,-75
57.4,First Half,-814,-83
57.5,First Half,-769,-91
57.6,First Half,-725,-100
57.7,First Half,-682,-111
57.8,First Half,-641,-122
57.9,First Half,-596,-132
58.0,First Half,-546,-141
58.1,First Half,-490,-148
58.2,First Half,-432,-154
58.3,First Half,-370,-159
58.4,First Half,-304,-162
58.5,First Half,-239,-166
58.6,First Half,-176,-171
58.7,First Half,-116,-178
58.8,First Half,-55,-185
58.9,First Half,4,-193
59.0,First Half,61,-203
59.1,First Half,115,-214
59.2,First Half,168,-227
59.3,First Half,218,-242
59.4,First Half,265,-258
59.5,First Half,312,-275
59.6,First Half,358,-291
59.7,First Half,403,-307
59.8,First Half,448,-321
59.9,First Half,494,-335
60.0,First Half,539,-347
60.1,First Half,585,-357
60.2,First Half,630,-366
60.3,First Half,675,-374
60.4,First Half,719,-381
60.5,First Half,762,-387
60.6,First Half,804,-391
60.7,First Half,845,-395
60.8,First Half,885,-396
60.9,First Half,924,-398
61.0,First Half,961,-399
61.1,First Half,996,-400
61.2,First Half,1028,-401
61.3,First Half,1057,-403
61.4,First Half,1084,-404
61.5,First Half,1107,-406
61.6,First Half,1130,-408
61.7,First Half,1152,-409
61.8,First Half,1174,-408
61.9,First Half,1196,-404
62.0,First Half,1217,-400
62.1,First Half,1236,-395
62.2,First Half,1253,-389
62.3,First Half,1268,-383
62.4,First Half,1280,-379
62.5,First Half,1289,-377
62.6,First Half,1297,-374
62.7,First Half,1304,-372
62.8,First Half,1311,-371
62.9,First Half,1318,-370
63.0,First Half,1325,-371
63.1,First Half,1332,-371
63.2,First Half,1339,-373
63.3,First Half,1346,-375
63.4,First Half,1355,-377
63.5,First Half,1364,-378
63.6,First Half,1374,-380
63.7,First Half,1386,-381
63.8,First Half,1397,-382
63.9,First Half,1407,-382
64.0,First Half,1416,-382
64.1,First Half,1422,-381
64.2,First Half,1425,-380
64.3,First Half,1426,-379
64.4,First Half,1425,-378
64.5,First Half,1424,-377
64.6,First Half,1421,-376
64.7,First Half,1417,-376
64.8,First Half,1412,-376
64.9,First Half,1406,-376
65.0,First Half,1400,-376
65.1,First Half,1393,-376
65.2,First Half,1386,-377
65.3,First Half,1380,-379
65.4,First Half,1373,-382
65.5,First Half,1367,-386
65.6,First Half,1361,-392
65.7,First Half,1356,-399
65.8,First Half,1352,-406
65.9,First Half,1348,-413
66.0,First Half,1345,-419
66.1,First Half,1344,-426
66.2,First Half,1343,-433
66.3,First Half,1343,-439
66.4,First Half,1344,-445
66.5,First Half,1345,-450
66.6,First Half,1346,-456
66.7,First Half,1347,-462
66.8,First Half,1349,-467
66.9,First Half,1350,-472
67.0,First Half,1352,-476
67.1,First Half,1353,-480
67.2,First Half,1354,-483
67.3,First Half,1355,-487
67.4,First Half,1355,-491
67.5,First Half,1355,-496
67.6,First Half,1354,-500
67.7,First Half,1354,-505
67.8,First Half,1353,-509
67.9,First Half,1352,-512
68.0,First Half,1351,-515
68.1,First Half,1350,-517
68.2,First Half,1349,-519
68.3,First Half,1348,-521
68.4,First Half,1347,-523
68.5,First Half,1346,-525
68.6,First Half,1345,-527
68.7,First Half,1344,-529
68.8,First Half,1343,-532
68.9,First Half,1343,-535
69.0,First Half,1343,-539
69.1,First Half,1344,-543
69.2,First Half,1345,-547
69.3,First Half,1347,-551
69.4,First Half,1348,-554
69.5,First Half,1350,-557
69.6,First Half,1352,-559
69.7,First Half,1354,-560
69.8,First Half,1355,-561
69.9,First Half,1357,-562
70.0,First Half,1358,-563
70.1,First Half,1359,-563
70.2,First Half,1360,-563
70.3,First Half,1361,-563
70.4,First Half,1362,-563
70.5,First Half,1363,-563
70.6,First Half,1364,-563
70.7,First Half,1365,-562
70.8,First Half,1367,-561
70.9,First Half,1368,-560
71.0,First Half,1370,-557
71.1,First Half,1373,-554
71.2,First Half,1375,-550
71.3,First Half,1377,-546
71.4,First Half,1379,-542
71.5,First Half,1381,-538
71.6,First Half,1382,-535
71.7,First Half,1383,-533
71.8,First Half,1384,-531
71.9,First Half,1386,-528
72.0,First Half,1388,-525
72.1,First Half,1391,-522
72.2,First Half,1394,-518
72.3,First Half,1398,-514
72.4,First Half,1403,-510
72.5,First Half,1408,-506
72.6,First Half,1414,-501
72.7,First Half,1420,-497
72.8,First Half,1425,-491
72.9,First Half,1429,-485
73.0,First Half,1432,-478
73.1,First Half,1433,-469
73.2,First Half,1433,-459
73.3,First Half,1432,-448
73.4,First Half,1430,-436
73.5,First Half,1427,-424
73.6,First Half,1423,-411
73.7,First Half,1420,-398
73.8,First Half,1416,-386
73.9,First Half,1412,-375
74.0,First Half,1408,-365
74.1,First Half,1404,-357
74.2,First Half,1400,-350
74.3,First Half,1396,-344
74.4,First Half,1393,-339
74.5,First Half,1389,-334
74.6,First Half,1386,-330
74.7,First Half,1382,-326
74.8,First Half,1379,-323
74.9,First Half,1375,-320
75.0,First Half,1372,-317
75.1,First Half,1368,-315
75.2,First Half,1364,-314
75.3,First Half,1361,-315
75.4,First Half,1358,-316
75.5,First Half,1355,-318
75.6,First Half,1352,-321
75.7,First Half,1350,-325
75.8,First Half,1348,-328
75.9,First Half,1346,-331
76.0,First Half,1343,-334
76.1,First Half,1340,-336
76.2,First Half,1337,-336
76.3,First Half,1333,-336
76.4,First Half,1328,-337
76.5,First Half,1320,-338
76.6,First Half,1311,-340
76.7,First Half,1300,-344
76.8,First Half,1288,-348
76.9,First Half,1274,-353
77.0,First Half,1260,-357
77.1,First Half,1246,-361
77.2,First Half,1233,-364
77.3,First Half,1221,-367
77.4,First Half,1211,-369
77.5,First Half,1201,-370
77.6,First Half,1193,-371
77.7,First Half,1186,-372
77.8,First Half,1181,-373
77.9,First Half,1177,-375
78.0,First Half,1175,-379
78.1,First Half,1175,-383
78.2,First Half,1177,-388
78.3,First Half,1181,-392
78.4,First Half,1186,-396
78.5,First Half,1192,-398
78.6,First Half,1199,-399
78.7,First Half,1207,-399
78.8,First Half,1215,-398
78.9,First Half,1223,-397
79.0,First Half,1231,-397
79.1,First Half,1239,-396
79.2,First Half,1245,-393
79.3,First Half,1250,-389
79.4,First Half,1253,-382
79.5,First Half,1254,-373
79.6,First Half,1254,-363
79.7,First Half,1252,-352
79.8,First Half,1251,-343
79.9,First Half,1250,-335
80.0,First Half,1249,-330
80.1,First Half,1249,-327
80.2,First Half,1249,-325
80.3,First Half,1248,-325
80.4,First Half,1248,-327
80.5,First Half,1247,-331
80.6,First Half,1248,-337
80.7,First Half,1251,-345
80.8,First Half,1254,-354
80.9,First Half,1257,-362
81.0,First Half,1261,-370
81.1,First Half,1265,-377
81.2,First Half,1268,-383
81.3,First Half,1270,-386
81.4,First Half,1272,-389
81.5,First Half,1273,-391
81.6,First Half,1274,-393
81.7,First Half,1275,-395
81.8,First Half,1275,-397
81.9,First Half,1275,-400
82.0,First Half,1274,-403
82.1,First Half,1273,-407
82.2,First Half,1271,-412
82.3,First Half,1269,-417
82.4,First Half,1267,-421
82.5,First Half,1265,-426
82.6,First Half,1263,-430
82.7,First Half,1261,-436
82.8,First Half,1260,-443
82.9,First Half,1259,-452
83.0,First Half,1258,-463
83.1,First Half,1258,-476
83.2,First Half,1258,-492
83.3,First Half,1260,-507
83.4,First Half,1262,-521
83.5,First Half,1266,-535
83.6,First Half,1271,-547
83.7,First Half,1277,-556
83.8,First Half,1283,-562
83.9,First Half,1288,-565
84.0,First Half,1293,-565
84.1,First Half,1297,-563
84.2,First Half,1300,-558
84.3,First Half,1302,-552
84.4,First Half,1303,-546
84.5,First Half,1303,-541
84.6,First Half,1303,-535
84.7,First Half,1301,-531
84.8,First Half,1299,-528
84.9,First Half,1296,-525
85.0,First Half,1293,-524
85.1,First Half,1290,-523
85.2,First Half,1287,-523
85.3,First Half,1285,-525
85.4,First Half,1284,-527
85.5,First Half,1285,-531
85.6,First Half,1288,-535
85.7,First Half,1293,-540
85.8,First Half,1299,-544
85.9,First Half,1306,-546
86.0,First Half,1312,-547
86.1,First Half,1319,-546
86.2,First Half,1326,-544
86.3,First Half,1333,-541
86.4,First Half,1339,-537
86.5,First Half,1346,-533
86.6,First Half,1352,-528
86.7,First Half,1359,-524
86.8,First Half,1365,-519
86.9,First Half,1371,-514
87.0,First Half,1377,-510
87.1,First Half,1382,-505
87.2,First Half,1388,-501
87.3,First Half,1393,-497
87.4,First Half,1397,-494
87.5,First Half,1402,-491
87.6,First Half,1406,-488
87.7,First Half,1410,-485
87.8,First Half,1413,-482
87.9,First Half,1416,-479
88.0,First Half,1418,-476
88.1,First Half,1420,-472
88.2,First Half,1422,-467
88.3,First Half,1423,-463
88.4,First Half,1424,-459
88.5,First Half,1424,-455
88.6,First Half,1425,-451
88.7,First Half,1425,-447
88.8,First Half,1425,-444
88.9,First Half,1424,-441
89.0,First Half,1424,-438
89.1,First Half,1424,-436
89.2,First Half,1424,-434
89.3,First Half,1424,-433
89.4,First Half,1424,-431
89.5,First Half,1424,-430
89.6,First Half,1425,-429
89.7,First Half,1425,-429
89.8,First Half,1425,-430
89.9,First Half,1425,-431
90.0,First Half,1426,-433
90.1,First Half,1426,-436
90.2,First Half,1426,-440
90.3,First Half,1426,-444
90.4,First Half,1426,-448
90.5,First Half,1425,-452
90.6,First Half,1423,-455
90.7,First Half,1421,-458
90.8,First Half,1418,-460
90.9,First Half,1414,-461
91.0,First Half,1410,-461
91.1,First Half,1405,-460
91.2,First Half,1398,-457
91.3,First Half,1390,-452
91.4,First Half,1381,-446
91.5,First Half,1370,-438
91.6,First Half,1359,-430
91.7,First Half,1349,-422
91.8,First Half,1340,-414
91.9,First Half,1331,-408
92.0,First Half,1325,-402
92.1,First Half,1320,-398
92.2,First Half,1315,-395
92.3,First Half,1311,-392
92.4,First Half,1308,-389
92.5,First Half,1305,-386
92.6,First Half,1302,-382
92.7,First Half,1299,-378
92.8,First Half,1297,-373
92.9,First Half,1294,-367
93.0,First Half,1292,-360
93.1,First Half,1290,-353
93.2,First Half,1288,-348
93.3,First Half,1286,-344
93.4,First Half,1285,-342
93.5,First Half,1284,-341
93.6,First Half,1283,-343
93.7,First Half,1284,-347
93.8,First Half,1285,-352
93.9,First Half,1287,-358
94.0,First Half,1289,-366
94.1,First Half,1292,-373
94.2,First Half,1296,-380
94.3,First Half,1300,-387
94.4,First Half,1306,-392
94.5,First Half,1311,-396
94.6,First Half,1318,-399
94.7,First Half,1325,-402
94.8,First Half,1331,-404
94.9,First Half,1336,-404
95.0,First Half,1341,-404
95.1,First Half,1345,-402
95.2,First Half,1347,-399
95.3,First Half,1348,-395
95.4,First Half,1348,-390
95.5,First Half,1348,-385
95.6,First Half,1346,-379
95.7,First Half,1343,-373
95.8,First Half,1338,-366
95.9,First Half,1332,-359
96.0,First Half,1326,-352
96.1,First Half,1320,-346
96.2,First Half,1315,-341
96.3,First Half,1311,-337
96.4,First Half,1307,-334
96.5,First Half,1305,-333
96.6,First Half,1303,-333
96.7,First Half,1301,-334
96.8,First Half,1299,-336
96.9,First Half,1298,-339
97.0,First Half,1296,-343
97.1,First Half,1295,-346
97.2,First Half,1294,-349
97.3,First Half,1293,-351
97.4,First Half,1292,-353
97.5,First Half,1291,-355
97.6,First Half,1290,-356
97.7,First Half,1289,-357
97.8,First Half,1288,-358
97.9,First Half,1287,-359
98.0,First Half,1285,-361
98.1,First Half,1282,-364
98.2,First Half,1279,-369
98.3,First Half,1275,-375
98.4,First Half,1271,-382
98.5,First Half,1266,-391
98.6,First Half,1261,-400
98.7,First Half,1256,-409
98.8,First Half,1251,-418
98.9,First Half,1247,-428
99.0,First Half,1242,-437
99.1,First Half,1237,-447
99.2,First Half,1232,-462
99.3,First Half,1226,-483
99.4,First Half,1220,-503
