Time,Half,XPos,YPos
936.6,First Half,-1039,-891
936.7,First Half,-1030,-895
936.8,First Half,-1021,-897
936.9,First Half,-1011,-896
937.0,First Half,-1000,-894
937.1,First Half,-990,-890
937.2,First Half,-979,-884
937.3,First Half,-968,-877
937.4,First Half,-957,-868
937.5,First Half,-946,-859
937.6,First Half,-935,-849
937.7,First Half,-926,-839
937.8,First Half,-920,-830
937.9,First Half,-916,-823
938.0,First Half,-916,-816
938.1,First Half,-918,-811
938.2,First Half,-923,-806
938.3,First Half,-927,-801
938.4,First Half,-931,-797
938.5,First Half,-935,-792
938.6,First Half,-937,-786
938.7,First Half,-941,-780
938.8,First Half,-946,-774
938.9,First Half,-953,-768
939.0,First Half,-961,-761
939.1,First Half,-970,-754
939.2,First Half,-979,-748
939.3,First Half,-986,-742
939.4,First Half,-993,-737
939.5,First Half,-997,-732
939.6,First Half,-1000,-728
939.7,First Half,-1003,-724
939.8,First Half,-1003,-720
939.9,First Half,-1002,-713
940.0,First Half,-999,-705
940.1,First Half,-995,-695
940.2,First Half,-988,-683
940.3,First Half,-980,-669
940.4,First Half,-971,-653
940.5,First Half,-962,-637
940.6,First Half,-952,-621
940.7,First Half,-944,-598
940.8,First Half,-940,-569
940.9,First Half,-937,-540
941.0,First Half,-936,-512
941.1,First Half,-937,-485
941.2,First Half,-940,-458
941.3,First Half,-942,-438
941.4,First Half,-942,-426
941.5,First Half,-942,-416
941.6,First Half,-943,-407
941.7,First Half,-944,-400
941.8,First Half,-941,-398
941.9,First Half,-934,-400
942.0,First Half,-927,-403
942.1,First Half,-919,-407
942.2,First Half,-911,-411
942.3,First Half,-901,-417
942.4,First Half,-893,-420
942.5,First Half,-887,-420
942.6,First Half,-881,-420
942.7,First Half,-875,-420
942.8,First Half,-868,-419
942.9,First Half,-860,-418
943.0,First Half,-853,-416
943.1,First Half,-844,-416
943.2,First Half,-835,-416
943.3,First Half,-823,-418
943.4,First Half,-811,-422
943.5,First Half,-793,-428
943.6,First Half,-769,-437
943.7,First Half,-740,-446
943.8,First Half,-706,-456
943.9,First Half,-668,-465
944.0,First Half,-626,-473
944.1,First Half,-585,-480
944.2,First Half,-545,-485
944.3,First Half,-506,-489
944.4,First Half,-470,-492
944.5,First Half,-434,-495
944.6,First Half,-398,-498
944.7,First Half,-363,-500
944.8,First Half,-328,-502
944.9,First Half,-294,-503
945.0,First Half,-260,-505
945.1,First Half,-226,-506
945.2,First Half,-192,-507
945.3,First Half,-157,-507
945.4,First Half,-121,-506
945.5,First Half,-82,-503
945.6,First Half,-42,-498
945.7,First Half,0,-492
945.8,First Half,44,-484
945.9,First Half,89,-475
946.0,First Half,134,-465
946.1,First Half,179,-455
946.2,First Half,221,-444
946.3,First Half,262,-434
946.4,First Half,300,-423
946.5,First Half,336,-412
946.6,First Half,369,-401
946.7,First Half,401,-389
946.8,First Half,432,-379
946.9,First Half,463,-368
947.0,First Half,493,-358
947.1,First Half,523,-349
947.2,First Half,553,-340
947.3,First Half,582,-330
947.4,First Half,610,-320
947.5,First Half,637,-309
947.6,First Half,664,-298
947.7,First Half,689,-285
947.8,First Half,714,-275
947.9,First Half,740,-267
948.0,First Half,766,-262
948.1,First Half,792,-260
948.2,First Half,818,-261
948.3,First Half,845,-266
948.4,First Half,871,-270
948.5,First Half,896,-274
948.6,First Half,920,-278
948.7,First Half,942,-280
948.8,First Half,963,-281
948.9,First Half,983,-280
949.0,First Half,1001,-279
949.1,First Half,1020,-277
949.2,First Half,1037,-277
949.3,First Half,1055,-279
949.4,First Half,1072,-283
949.5,First Half,1090,-290
949.6,First Half,1106,-299
949.7,First Half,1122,-310
949.8,First Half,1136,-320
949.9,First Half,1149,-330
950.0,First Half,1160,-339
950.1,First Half,1170,-346
950.2,First Half,1180,-354
950.3,First Half,1188,-361
950.4,First Half,1197,-367
950.5,First Half,1204,-371
950.6,First Half,1211,-375
950.7,First Half,1218,-377
950.8,First Half,1225,-378
950.9,First Half,1231,-377
951.0,First Half,1242,-378
951.1,First Half,1258,-382
951.2,First Half,1274,-386
951.3,First Half,1291,-391
951.4,First Half,1308,-396
951.5,First Half,1326,-403
951.6,First Half,1339,-407
951.7,First Half,1347,-410
951.8,First Half,1354,-413
951.9,First Half,1360,-415
952.0,First Half,1365,-416
952.1,First Half,1368,-417
952.2,First Half,1371,-416
952.3,First Half,1374,-415
952.4,First Half,1376,-413
952.5,First Half,1378,-410
952.6,First Half,1380,-407
952.7,First Half,1381,-404
952.8,First Half,1382,-402
952.9,First Half,1383,-400
953.0,First Half,1384,-400
953.1,First Half,1384,-401
953.2,First Half,1384,-403
953.3,First Half,1384,-406
953.4,First Half,1384,-410
953.5,First Half,1384,-414
953.6,First Half,1384,-420
953.7,First Half,1384,-427
953.8,First Half,1385,-433
953.9,First Half,1385,-440
954.0,First Half,1385,-445
954.1,First Half,1384,-450
954.2,First Half,1384,-455
954.3,First Half,1383,-459
954.4,First Half,1383,-463
954.5,First Half,1382,-467
954.6,First Half,1382,-472
954.7,First Half,1382,-478
954.8,First Half,1383,-483
954.9,First Half,1385,-488
955.0,First Half,1388,-492
955.1,First Half,1392,-496
955.2,First Half,1397,-500
955.3,First Half,1403,-503
955.4,First Half,1409,-506
955.5,First Half,1415,-508
955.6,First Half,1419,-511
955.7,First Half,1423,-512
955.8,First Half,1425,-514
955.9,First Half,1426,-515
956.0,First Half,1426,-517
956.1,First Half,1425,-518
956.2,First Half,1424,-520
956.3,First Half,1422,-521
956.4,First Half,1421,-522
956.5,First Half,1419,-523
956.6,First Half,1417,-524
956.7,First Half,1414,-524
956.8,First Half,1411,-524
956.9,First Half,1408,-524
957.0,First Half,1403,-523
957.1,First Half,1398,-522
957.2,First Half,1393,-521
957.3,First Half,1387,-520
957.4,First Half,1381,-523
957.5,First Half,1375,-529
957.6,First Half,1371,-535
957.7,First Half,1367,-541
957.8,First Half,1366,-547
957.9,First Half,1366,-553
958.0,First Half,1368,-555
958.1,First Half,1372,-552
958.2,First Half,1376,-549
958.3,First Half,1382,-545
958.4,First Half,1388,-540
958.5,First Half,1393,-536
958.6,First Half,1398,-532
958.7,First Half,1402,-528
958.8,First Half,1404,-524
958.9,First Half,1405,-519
959.0,First Half,1404,-513
959.1,First Half,1401,-506
959.2,First Half,1398,-498
959.3,First Half,1393,-488
959.4,First Half,1388,-479
959.5,First Half,1383,-471
959.6,First Half,1378,-464
959.7,First Half,1373,-458
959.8,First Half,1369,-453
959.9,First Half,1366,-449
960.0,First Half,1363,-447
960.1,First Half,1360,-444
960.2,First Half,1356,-440
960.3,First Half,1352,-434
960.4,First Half,1346,-425
960.5,First Half,1339,-414
960.6,First Half,1332,-401
960.7,First Half,1325,-388
960.8,First Half,1318,-376
960.9,First Half,1312,-366
961.0,First Half,1306,-357
961.1,First Half,1302,-352
961.2,First Half,1296,-345
961.3,First Half,1286,-339
961.4,First Half,1277,-333
961.5,First Half,1268,-327
961.6,First Half,1258,-320
961.7,First Half,1248,-314
961.8,First Half,1240,-308
961.9,First Half,1234,-303
962.0,First Half,1230,-298
962.1,First Half,1226,-294
962.2,First Half,1222,-291
962.3,First Half,1219,-288
962.4,First Half,1217,-286
962.5,First Half,1216,-284
962.6,First Half,1215,-284
962.7,First Half,1216,-284
962.8,First Half,1217,-286
962.9,First Half,1220,-289
963.0,First Half,1223,-294
963.1,First Half,1228,-299
963.2,First Half,1233,-305
963.3,First Half,1239,-312
963.4,First Half,1244,-319
963.5,First Half,1249,-325
963.6,First Half,1253,-332
963.7,First Half,1256,-337
963.8,First Half,1259,-343
963.9,First Half,1260,-347
964.0,First Half,1262,-352
964.1,First Half,1263,-356
964.2,First Half,1264,-360
964.3,First Half,1265,-365
964.4,First Half,1266,-367
964.5,First Half,1267,-369
964.6,First Half,1268,-369
964.7,First Half,1270,-367
964.8,First Half,1271,-364
964.9,First Half,1273,-360
965.0,First Half,1275,-357
965.1,First Half,1276,-353
965.2,First Half,1277,-351
965.3,First Half,1277,-349
965.4,First Half,1278,-347
965.5,First Half,1279,-346
965.6,First Half,1279,-346
965.7,First Half,1280,-346
965.8,First Half,1281,-348
965.9,First Half,1282,-349
966.0,First Half,1283,-354
966.1,First Half,1284,-360
966.2,First Half,1285,-369
966.3,First Half,1286,-381
966.4,First Half,1288,-396
966.5,First Half,1289,-414
966.6,First Half,1290,-431
966.7,First Half,1291,-449
966.8,First Half,1292,-465
966.9,First Half,1292,-481
967.0,First Half,1292,-495
967.1,First Half,1292,-508
967.2,First Half,1291,-520
967.3,First Half,1290,-532
967.4,First Half,1289,-543
967.5,First Half,1288,-554
967.6,First Half,1289,-564
967.7,First Half,1290,-572
967.8,First Half,1294,-580
967.9,First Half,1299,-586
968.0,First Half,1306,-591
968.1,First Half,1315,-595
968.2,First Half,1323,-598
968.3,First Half,1331,-601
968.4,First Half,1338,-603
968.5,First Half,1344,-604
968.6,First Half,1349,-605
968.7,First Half,1352,-606
968.8,First Half,1355,-607
968.9,First Half,1358,-607
969.0,First Half,1360,-607
969.1,First Half,1362,-607
969.2,First Half,1364,-608
969.3,First Half,1367,-608
969.4,First Half,1371,-610
969.5,First Half,1374,-611
969.6,First Half,1378,-613
969.7,First Half,1382,-615
969.8,First Half,1386,-617
969.9,First Half,1389,-619
970.0,First Half,1391,-620
970.1,First Half,1393,-621
970.2,First Half,1394,-621
970.3,First Half,1395,-622
970.4,First Half,1395,-621
970.5,First Half,1394,-618
970.6,First Half,1393,-614
970.7,First Half,1390,-607
970.8,First Half,1386,-599
970.9,First Half,1381,-588
971.0,First Half,1376,-577
971.1,First Half,1372,-567
971.2,First Half,1369,-557
971.3,First Half,1367,-547
971.4,First Half,1365,-538
971.5,First Half,1365,-530
971.6,First Half,1362,-523
971.7,First Half,1356,-516
971.8,First Half,1350,-510
971.9,First Half,1343,-503
972.0,First Half,1335,-497
972.1,First Half,1326,-490
972.2,First Half,1319,-483
972.3,First Half,1315,-476
972.4,First Half,1311,-466
972.5,First Half,1308,-456
972.6,First Half,1304,-443
972.7,First Half,1301,-429
972.8,First Half,1298,-414
972.9,First Half,1294,-398
973.0,First Half,1290,-384
973.1,First Half,1286,-370
973.2,First Half,1281,-359
973.3,First Half,1277,-349
973.4,First Half,1274,-343
973.5,First Half,1273,-338
973.6,First Half,1273,-337
973.7,First Half,1275,-339
973.8,First Half,1278,-343
973.9,First Half,1283,-349
974.0,First Half,1288,-355
974.1,First Half,1292,-361
974.2,First Half,1295,-366
974.3,First Half,1298,-370
974.4,First Half,1299,-372
974.5,First Half,1299,-373
974.6,First Half,1299,-374
974.7,First Half,1299,-374
974.8,First Half,1299,-374
974.9,First Half,1298,-374
975.0,First Half,1306,-384
975.1,First Half,1323,-404
975.2,First Half,1341,-424
975.3,First Half,1361,-446
975.4,First Half,1382,-468
975.5,First Half,1405,-491
975.6,First Half,1422,-504
975.7,First Half,1430,-506
975.8,First Half,1437,-507
975.9,First Half,1443,-506
976.0,First Half,1447,-504
976.1,First Half,1451,-500
976.2,First Half,1453,-497
976.3,First Half,1454,-494
976.4,First Half,1457,-490
976.5,First Half,1460,-486
976.6,First Half,1465,-481
976.7,First Half,1471,-475
976.8,First Half,1477,-469
976.9,First Half,1483,-462
977.0,First Half,1489,-457
977.1,First Half,1493,-453
977.2,First Half,1497,-450
977.3,First Half,1499,-448
977.4,First Half,1500,-447
977.5,First Half,1502,-447
977.6,First Half,1503,-447
977.7,First Half,1503,-449
977.8,First Half,1503,-450
977.9,First Half,1504,-453
978.0,First Half,1503,-456
978.1,First Half,1502,-458
978.2,First Half,1500,-460
978.3,First Half,1498,-463
978.4,First Half,1495,-464
978.5,First Half,1491,-466
978.6,First Half,1486,-467
978.7,First Half,1481,-468
978.8,First Half,1477,-469
978.9,First Half,1474,-470
979.0,First Half,1471,-472
979.1,First Half,1470,-473
979.2,First Half,1469,-474
979.3,First Half,1470,-475
979.4,First Half,1472,-476
979.5,First Half,1474,-476
979.6,First Half,1476,-477
979.7,First Half,1478,-478
979.8,First Half,1481,-481
979.9,First Half,1484,-484
980.0,First Half,1487,-489
980.1,First Half,1489,-495
980.2,First Half,1491,-500
980.3,First Half,1491,-504
980.4,First Half,1489,-508
980.5,First Half,1486,-510
980.6,First Half,1482,-511
980.7,First Half,1477,-511
980.8,First Half,1472,-510
980.9,First Half,1469,-508
981.0,First Half,1466,-505
981.1,First Half,1465,-502
981.2,First Half,1464,-497
981.3,First Half,1464,-490
981.4,First Half,1464,-483
981.5,First Half,1464,-476
981.6,First Half,1465,-470
981.7,First Half,1465,-464
981.8,First Half,1466,-459
981.9,First Half,1467,-456
982.0,First Half,1468,-454
982.1,First Half,1469,-453
982.2,First Half,1470,-453
982.3,First Half,1471,-453
982.4,First Half,1472,-455
982.5,First Half,1472,-458
982.6,First Half,1472,-463
982.7,First Half,1471,-469
982.8,First Half,1470,-475
982.9,First Half,1468,-481
983.0,First Half,1466,-487
983.1,First Half,1463,-492
983.2,First Half,1460,-496
983.3,First Half,1458,-498
983.4,First Half,1455,-500
983.5,First Half,1453,-502
983.6,First Half,1452,-503
983.7,First Half,1451,-504
983.8,First Half,1450,-505
983.9,First Half,1449,-506
984.0,First Half,1449,-506
984.1,First Half,1448,-507
984.2,First Half,1448,-507
984.3,First Half,1448,-507
984.4,First Half,1448,-507
984.5,First Half,1447,-508
984.6,First Half,1447,-508
984.7,First Half,1446,-508
984.8,First Half,1446,-508
984.9,First Half,1446,-507
985.0,First Half,1447,-505
985.1,First Half,1448,-502
985.2,First Half,1450,-498
985.3,First Half,1453,-493
985.4,First Half,1456,-488
985.5,First Half,1460,-482
985.6,First Half,1463,-476
985.7,First Half,1467,-469
985.8,First Half,1470,-463
985.9,First Half,1472,-457
986.0,First Half,1474,-452
986.1,First Half,1474,-447
986.2,First Half,1473,-442
986.3,First Half,1471,-439
986.4,First Half,1469,-436
986.5,First Half,1466,-434
986.6,First Half,1463,-433
986.7,First Half,1460,-434
986.8,First Half,1457,-435
986.9,First Half,1454,-438
987.0,First Half,1451,-440
987.1,First Half,1448,-443
987.2,First Half,1445,-446
987.3,First Half,1441,-449
987.4,First Half,1437,-452
987.5,First Half,1433,-454
987.6,First Half,1428,-456
987.7,First Half,1423,-457
987.8,First Half,1418,-457
987.9,First Half,1413,-457
988.0,First Half,1408,-457
988.1,First Half,1403,-456
988.2,First Half,1398,-456
988.3,First Half,1393,-455
988.4,First Half,1387,-453
988.5,First Half,1380,-452
988.6,First Half,1374,-450
988.7,First Half,1368,-449
988.8,First Half,1363,-447
988.9,First Half,1357,-444
989.0,First Half,1352,-441
989.1,First Half,1347,-437
989.2,First Half,1342,-432
989.3,First Half,1336,-426
989.4,First Half,1331,-421
989.5,First Half,1327,-417
989.6,First Half,1323,-413
989.7,First Half,1319,-410
989.8,First Half,1317,-408
989.9,First Half,1315,-408
990.0,First Half,1313,-408
990.1,First Half,1312,-409
990.2,First Half,1310,-414
990.3,First Half,1307,-425
990.4,First Half,1304,-438
990.5,First Half,1301,-453
990.6,First Half,1297,-470
990.7,First Half,1294,-490
990.8,First Half,1291,-507
990.9,First Half,1289,-520
991.0,First Half,1287,-534
991.1,First Half,1285,-548
991.2,First Half,1284,-561
991.3,First Half,1282,-574
991.4,First Half,1281,-585
991.5,First Half,1280,-596
991.6,First Half,1278,-606
991.7,First Half,1277,-614
991.8,First Half,1276,-622
991.9,First Half,1275,-628
992.0,First Half,1275,-635
992.1,First Half,1278,-642
992.2,First Half,1282,-649
992.3,First Half,1287,-654
992.4,First Half,1292,-660
992.5,First Half,1298,-664
992.6,First Half,1302,-667
992.7,First Half,1305,-669
992.8,First Half,1308,-670
992.9,First Half,1310,-671
993.0,First Half,1313,-669
993.1,First Half,1315,-666
993.2,First Half,1317,-659
993.3,First Half,1320,-651
993.4,First Half,1321,-637
993.5,First Half,1322,-619
993.6,First Half,1321,-597
993.7,First Half,1320,-571
993.8,First Half,1318,-544
993.9,First Half,1316,-517
994.0,First Half,1314,-492
994.1,First Half,1313,-469
994.2,First Half,1313,-449
994.3,First Half,1313,-434
994.4,First Half,1314,-421
994.5,First Half,1314,-410
994.6,First Half,1315,-398
994.7,First Half,1315,-386
994.8,First Half,1315,-374
994.9,First Half,1314,-363
995.0,First Half,1312,-351
995.1,First Half,1309,-338
995.2,First Half,1304,-328
995.3,First Half,1298,-320
995.4,First Half,1292,-316
995.5,First Half,1287,-316
995.6,First Half,1283,-320
995.7,First Half,1280,-329
995.8,First Half,1278,-343
995.9,First Half,1277,-363
996.0,First Half,1277,-383
996.1,First Half,1277,-403
996.2,First Half,1277,-423
996.3,First Half,1277,-442
996.4,First Half,1280,-454
996.5,First Half,1287,-456
996.6,First Half,1293,-455
996.7,First Half,1300,-451
996.8,First Half,1306,-443
996.9,First Half,1312,-431
997.0,First Half,1315,-422
997.1,First Half,1314,-418
997.2,First Half,1313,-415
997.3,First Half,1312,-411
997.4,First Half,1311,-409
997.5,First Half,1310,-407
997.6,First Half,1309,-412
997.7,First Half,1308,-424
997.8,First Half,1306,-437
997.9,First Half,1304,-451
998.0,First Half,1301,-466
998.1,First Half,1297,-483
998.2,First Half,1293,-495
998.3,First Half,1288,-502
998.4,First Half,1283,-511
998.5,First Half,1277,-520
998.6,First Half,1269,-531
998.7,First Half,1261,-544
998.8,First Half,1251,-558
998.9,First Half,1240,-574
999.0,First Half,1229,-590
999.1,First Half,1220,-604
999.2,First Half,1212,-616
999.3,First Half,1205,-627
999.4,First Half,1192,-635
999.5,First Half,1174,-640
999.6,First Half,1148,-645
999.7,First Half,1114,-649
999.8,First Half,1068,-655
999.9,First Half,1010,-666
1000.0,First Half,946,-680
1000.1,First Half,881,-696
1000.2,First Half,815,-714
1000.3,First Half,749,-735
1000.4,First Half,687,-754
1000.5,First Half,628,-770
1000.6,First Half,576,-785
1000.7,First Half,524,-798
1000.8,First Half,474,-811
1000.9,First Half,426,-823
1001.0,First Half,379,-833
1001.1,First Half,333,-842
1001.2,First Half,288,-851
1001.3,First Half,244,-858
1001.4,First Half,200,-866
1001.5,First Half,155,-873
1001.6,First Half,108,-881
1001.7,First Half,59,-890
1001.8,First Half,7,-899
1001.9,First Half,-47,-909
1002.0,First Half,-102,-918
1002.1,First Half,-158,-926
1002.2,First Half,-213,-932
1002.3,First Half,-267,-937
1002.4,First Half,-319,-939
1002.5,First Half,-371,-940
1002.6,First Half,-422,-939
1002.7,First Half,-472,-938
1002.8,First Half,-523,-934
1002.9,First Half,-574,-928
1003.0,First Half,-625,-918
1003.1,First Half,-676,-905
1003.2,First Half,-727,-889
1003.3,First Half,-777,-869
1003.4,First Half,-825,-847
1003.5,First Half,-870,-824
1003.6,First Half,-913,-799
1003.7,First Half,-954,-772
1003.8,First Half,-991,-745
1003.9,First Half,-1027,-717
1004.0,First Half,-1062,-688
1004.1,First Half,-1094,-659
1004.2,First Half,-1122,-629
1004.3,First Half,-1148,-600
1004.4,First Half,-1170,-570
1004.5,First Half,-1188,-541
1004.6,First Half,-1202,-512
1004.7,First Half,-1214,-483
1004.8,First Half,-1223,-455
1004.9,First Half,-1231,-426
1005.0,First Half,-1236,-398
1005.1,First Half,-1239,-371
1005.2,First Half,-1239,-344
1005.3,First Half,-1237,-319
1005.4,First Half,-1232,-294
1005.5,First Half,-1224,-270
1005.6,First Half,-1213,-247
1005.7,First Half,-1201,-224
1005.8,First Half,-1188,-202
1005.9,First Half,-1173,-182
1006.0,First Half,-1158,-166
1006.1,First Half,-1141,-152
1006.2,First Half,-1123,-142
1006.3,First Half,-1106,-134
1006.4,First Half,-1091,-130
1006.5,First Half,-1077,-127
1006.6,First Half,-1066,-125
1006.7,First Half,-1056,-125
1006.8,First Half,-1048,-128
1006.9,First Half,-1040,-133
1007.0,First Half,-1031,-141
1007.1,First Half,-1022,-152
1007.2,First Half,-1013,-165
1007.3,First Half,-1002,-179
1007.4,First Half,-989,-193
1007.5,First Half,-974,-206
1007.6,First Half,-958,-220
1007.7,First Half,-939,-232
1007.8,First Half,-918,-243
1007.9,First Half,-896,-255
1008.0,First Half,-873,-266
1008.1,First Half,-851,-276
1008.2,First Half,-831,-286
1008.3,First Half,-812,-295
1008.4,First Half,-794,-304
1008.5,First Half,-779,-313
1008.6,First Half,-766,-321
1008.7,First Half,-753,-328
1008.8,First Half,-739,-334
1008.9,First Half,-724,-339
1009.0,First Half,-709,-344
1009.1,First Half,-692,-347
1009.2,First Half,-674,-350
1009.3,First Half,-656,-352
1009.4,First Half,-639,-353
1009.5,First Half,-623,-354
1009.6,First Half,-609,-355
1009.7,First Half,-593,-356
1009.8,First Half,-577,-357
1009.9,First Half,-558,-358
1010.0,First Half,-537,-361
1010.1,First Half,-515,-363
1010.2,First Half,-492,-366
1010.3,First Half,-470,-368
1010.4,First Half,-449,-370
1010.5,First Half,-430,-372
1010.6,First Half,-412,-373
1010.7,First Half,-395,-374
1010.8,First Half,-378,-375
1010.9,First Half,-362,-376
1011.0,First Half,-346,-376
1011.1,First Half,-332,-376
1011.2,First Half,-318,-375
1011.3,First Half,-305,-374
1011.4,First Half,-293,-372
1011.5,First Half,-282,-370
1011.6,First Half,-267,-369
1011.7,First Half,-249,-370
1011.8,First Half,-226,-372
1011.9,First Half,-198,-375
1012.0,First Half,-169,-380
1012.1,First Half,-139,-385
1012.2,First Half,-112,-390
1012.3,First Half,-88,-394
1012.4,First Half,-66,-397
1012.5,First Half,-46,-399
1012.6,First Half,-24,-401
1012.7,First Half,1,-403
1012.8,First Half,28,-404
1012.9,First Half,59,-406
1013.0,First Half,87,-407
1013.1,First Half,113,-407
1013.2,First Half,137,-408
1013.3,First Half,157,-407
1013.4,First Half,174,-407
1013.5,First Half,187,-406
1013.6,First Half,201,-405
1013.7,First Half,217,-406
1013.8,First Half,234,-407
1013.9,First Half,255,-410
1014.0,First Half,277,-412
1014.1,First Half,301,-415
1014.2,First Half,325,-417
1014.3,First Half,348,-419
1014.4,First Half,371,-419
1014.5,First Half,392,-418
1014.6,First Half,413,-417
1014.7,First Half,434,-415
1014.8,First Half,455,-414
1014.9,First Half,475,-413
1015.0,First Half,495,-414
1015.1,First Half,514,-415
1015.2,First Half,534,-418
1015.3,First Half,552,-422
1015.4,First Half,571,-427
1015.5,First Half,589,-432
1015.6,First Half,608,-438
1015.7,First Half,626,-444
1015.8,First Half,644,-450
1015.9,First Half,662,-456
1016.0,First Half,680,-463
1016.1,First Half,698,-469
1016.2,First Half,716,-475
1016.3,First Half,735,-481
1016.4,First Half,754,-485
1016.5,First Half,774,-489
1016.6,First Half,794,-491
1016.7,First Half,815,-493
1016.8,First Half,835,-492
1016.9,First Half,854,-490
1017.0,First Half,872,-485
1017.1,First Half,889,-477
1017.2,First Half,905,-467
1017.3,First Half,918,-455
1017.4,First Half,932,-441
1017.5,First Half,945,-426
1017.6,First Half,956,-412
1017.7,First Half,967,-397
1017.8,First Half,976,-383
1017.9,First Half,985,-369
1018.0,First Half,993,-357
1018.1,First Half,999,-345
1018.2,First Half,1005,-334
1018.3,First Half,1011,-323
1018.4,First Half,1017,-312
1018.5,First Half,1022,-302
1018.6,First Half,1028,-293
1018.7,First Half,1035,-284
1018.8,First Half,1041,-276
1018.9,First Half,1048,-268
1019.0,First Half,1056,-260
1019.1,First Half,1063,-253
1019.2,First Half,1071,-246
1019.3,First Half,1079,-240
1019.4,First Half,1088,-234
1019.5,First Half,1096,-228
1019.6,First Half,1105,-223
1019.7,First Half,1113,-219
1019.8,First Half,1121,-214
1019.9,First Half,1128,-211
1020.0,First Half,1135,-207
1020.1,First Half,1141,-204
1020.2,First Half,1146,-201
1020.3,First Half,1151,-198
1020.4,First Half,1156,-196
1020.5,First Half,1161,-194
1020.6,First Half,1165,-193
1020.7,First Half,1169,-193
1020.8,First Half,1173,-193
1020.9,First Half,1177,-194
1021.0,First Half,1180,-195
1021.1,First Half,1184,-197
1021.2,First Half,1187,-200
1021.3,First Half,1191,-203
1021.4,First Half,1194,-208
1021.5,First Half,1198,-214
1021.6,First Half,1202,-220
1021.7,First Half,1206,-227
1021.8,First Half,1210,-235
1021.9,First Half,1214,-243
1022.0,First Half,1219,-251
1022.1,First Half,1223,-259
1022.2,First Half,1227,-268
1022.3,First Half,1231,-276
1022.4,First Half,1236,-285
1022.5,First Half,1241,-295
1022.6,First Half,1247,-305
1022.7,First Half,1253,-315
1022.8,First Half,1260,-326
1022.9,First Half,1268,-337
1023.0,First Half,1276,-348
1023.1,First Half,1284,-360
1023.2,First Half,1293,-371
1023.3,First Half,1302,-382
1023.4,First Half,1311,-392
1023.5,First Half,1318,-401
1023.6,First Half,1325,-409
1023.7,First Half,1332,-416
1023.8,First Half,1337,-422
1023.9,First Half,1341,-426
1024.0,First Half,1344,-430
1024.1,First Half,1347,-434
1024.2,First Half,1351,-437
1024.3,First Half,1354,-440
1024.4,First Half,1359,-443
1024.5,First Half,1364,-446
1024.6,First Half,1370,-448
1024.7,First Half,1377,-451
1024.8,First Half,1384,-453
1024.9,First Half,1390,-455
1025.0,First Half,1395,-456
1025.1,First Half,1400,-458
1025.2,First Half,1403,-459
1025.3,First Half,1406,-459
1025.4,First Half,1408,-460
1025.5,First Half,1409,-460
1025.6,First Half,1411,-461
1025.7,First Half,1412,-463
1025.8,First Half,1412,-465
1025.9,First Half,1413,-469
1026.0,First Half,1413,-473
1026.1,First Half,1414,-478
1026.2,First Half,1414,-483
1026.3,First Half,1414,-489
1026.4,First Half,1414,-495
1026.5,First Half,1414,-500
1026.6,First Half,1415,-504
1026.7,First Half,1415,-508
1026.8,First Half,1415,-511
1026.9,First Half,1415,-513
1027.0,First Half,1415,-513
1027.1,First Half,1416,-512
1027.2,First Half,1416,-510
1027.3,First Half,1417,-507
1027.4,First Half,1418,-503
1027.5,First Half,1420,-498
1027.6,First Half,1421,-495
1027.7,First Half,1422,-493
1027.8,First Half,1424,-491
1027.9,First Half,1425,-491
1028.0,First Half,1426,-490
1028.1,First Half,1427,-489
1028.2,First Half,1428,-486
1028.3,First Half,1429,-482
1028.4,First Half,1430,-476
1028.5,First Half,1431,-469
1028.6,First Half,1431,-462
1028.7,First Half,1431,-456
1028.8,First Half,1430,-451
1028.9,First Half,1429,-447
1029.0,First Half,1426,-442
1029.1,First Half,1421,-436
1029.2,First Half,1415,-427
1029.3,First Half,1408,-416
1029.4,First Half,1400,-404
1029.5,First Half,1392,-391
1029.6,First Half,1384,-379
1029.7,First Half,1377,-369
1029.8,First Half,1371,-360
1029.9,First Half,1366,-353
1030.0,First Half,1361,-347
1030.1,First Half,1356,-342
1030.2,First Half,1352,-338
1030.3,First Half,1349,-335
1030.4,First Half,1347,-334
1030.5,First Half,1346,-334
1030.6,First Half,1346,-337
1030.7,First Half,1348,-344
1030.8,First Half,1351,-352
1030.9,First Half,1356,-363
1031.0,First Half,1362,-377
1031.1,First Half,1369,-393
1031.2,First Half,1375,-409
1031.3,First Half,1381,-423
1031.4,First Half,1387,-435
1031.5,First Half,1391,-445
1031.6,First Half,1394,-452
1031.7,First Half,1396,-454
1031.8,First Half,1398,-454
1031.9,First Half,1399,-452
1032.0,First Half,1399,-448
1032.1,First Half,1400,-444
1032.2,First Half,1400,-439
1032.3,First Half,1400,-435
1032.4,First Half,1400,-432
1032.5,First Half,1400,-431
1032.6,First Half,1399,-429
1032.7,First Half,1399,-428
1032.8,First Half,1398,-427
1032.9,First Half,1397,-425
1033.0,First Half,1397,-423
1033.1,First Half,1396,-421
1033.2,First Half,1394,-418
1033.3,First Half,1393,-414
1033.4,First Half,1392,-410
1033.5,First Half,1391,-406
1033.6,First Half,1389,-402
1033.7,First Half,1388,-398
1033.8,First Half,1388,-395
1033.9,First Half,1388,-394
1034.0,First Half,1390,-395
1034.1,First Half,1393,-399
1034.2,First Half,1396,-403
1034.3,First Half,1398,-407
