Time, Half, Event, Player1, Player2,GAME TIME, XPos, YPos
00:00.0, 0, Throw Off, 23 Leos Petrovsky,  ,00:00.0, 0.49, 0.17
00:00.5, 0, Player Catch, 19 Tomas Babak,  ,00:00.5, -1.28, -1.40
00:01.2, 0, Pass, 19 Tomas Babak,  ,00:01.2, -0.59, -1.45
00:01.8, 0, Player Catch, 13 Pavel Horak,  ,00:01.8, 1.06, -6.09
00:03.2, 0, Pass, 13 Pavel Horak,  ,00:03.2, 3.68, -6.26
00:03.8, 0, Player Catch, 2 Jakub Hrstka,  ,00:03.8, 5.55, -8.96
00:05.5, 0, Pass, 2 Jakub Hrstka,  ,00:05.5, 8.01, -8.89
00:06.3, 0, Player Catch, 13 Pavel Horak,  ,00:06.3, 8.59, -7.51
00:07.6, 0, Pass, 13 Pavel Horak,  ,00:07.6, 9.80, -7.20
00:08.4, 0, Player Catch, 19 Tomas Babak,  ,00:08.4, 5.53, 0.13
00:09.3, 0, Pass, 19 Tomas Babak,  ,00:09.3, 5.75, 1.10
00:09.8, 0, Player Catch, 22 Petr Linhart,  ,00:09.8, 7.15, 7.24
00:11.2, 0, Pass, 22 Petr Linhart,  ,00:11.2, 8.11, 7.77
00:11.7, 0, Player Catch, 5 Miroslav Jurka,  ,00:11.7, 11.59, 8.66
00:12.7, 0, Pass, 5 Miroslav Jurka,  ,00:12.7, 12.35, 9.09
00:13.1, 0, Player Catch, 22 Petr Linhart,  ,00:13.1, 10.26, 8.24
00:13.9, 0, Pass, 22 Petr Linhart,  ,00:13.9, 10.39, 7.64
00:14.5, 0, Player Catch, 19 Tomas Babak,  ,00:14.5, 7.43, -0.40
00:15.0, 0, Pass, 19 Tomas Babak,  ,00:15.0, 7.19, -1.47
00:15.7, 0, Player Catch, 13 Pavel Horak,  ,00:15.7, 12.02, -8.90
00:16.7, 0, Pass, 13 Pavel Horak,  ,00:16.7, 12.57, -9.13
00:17.3, 0, Player Catch, 19 Tomas Babak,  ,00:17.3, 7.16, -1.63
00:18.0, 0, Pass, 19 Tomas Babak,  ,00:18.0, 7.54, -0.46
00:18.5, 0, Player Catch, 22 Petr Linhart,  ,00:18.5, 9.28, 8.28
00:18.9, 0, Pass, 22 Petr Linhart,  ,00:18.9, 9.34, 8.02
00:19.4, 0, Player Catch, 19 Tomas Babak,  ,00:19.4, 7.40, 0.08
00:19.9, 0, Pass, 19 Tomas Babak,  ,00:19.9, 7.12, -1.29
00:20.5, 0, Player Catch, 13 Pavel Horak,  ,00:20.5, 10.20, -9.16
00:21.0, 0, Pass, 13 Pavel Horak,  ,00:21.0, 10.88, -8.99
00:21.4, 0, Player Catch, 2 Jakub Hrstka,  ,00:21.4, 13.75, -9.32
00:22.1, 0, Pass, 2 Jakub Hrstka,  ,00:22.1, 14.46, -9.56
00:22.6, 0, Player Catch, 19 Tomas Babak,  ,00:22.6, 11.02, -7.32
00:23.3, 0, Pass, 19 Tomas Babak,  ,00:23.3, 11.80, -4.92
00:23.8, 0, Player Catch, 13 Pavel Horak,  ,00:23.8, 9.01, -0.29
00:24.7, 0, Pass, 13 Pavel Horak,  ,00:24.7, 11.38, 2.02
00:25.2, 0, Player Catch, 5 Miroslav Jurka,  ,00:25.2, 9.91, 3.98
00:26.2, 0, Pass, 5 Miroslav Jurka,  ,00:26.2, 12.14, 0.54
00:26.6, 0, Player Catch, 22 Petr Linhart,  ,00:26.6, 9.52, -3.54
00:27.0, 0, Pass, 22 Petr Linhart,  ,00:27.0, 10.80, -4.11
00:27.5, 0, Player Catch, 19 Tomas Babak,  ,00:27.5, 11.32, -8.52
00:28.6, 0, Pass, 19 Tomas Babak,  ,00:28.6, 12.58, -5.95
00:28.9, 0, Player Catch, 22 Petr Linhart,  ,00:28.9, 10.09, -1.59
00:31.0, 0, Shot, 22 Petr Linhart,  ,00:31.0, 12.32, 3.24
00:31.5, 0, Goalkeeper Save, 16 Thierry Omeyer,  ,00:31.5, 19.26, 0.22
00:32.4, 0, Goalkeeper Pick-up, 16 Thierry Omeyer,  ,00:32.4, 19.17, 0.03
00:33.8, 0, Goalkeeper Throw, 16 Thierry Omeyer,  ,00:33.8, 17.99, -0.19
00:34.5, 0, Player Catch, 13 Nikola Karabatic,  ,00:34.5, 9.58, 1.24
00:35.4, 0, Pass, 13 Nikola Karabatic,  ,00:35.4, 5.30, 0.78
00:36.3, 0, Player Catch, 4 Xavier Barachet,  ,00:36.3, -1.31, -8.06
00:37.1, 0, Pass, 4 Xavier Barachet,  ,00:37.1, -3.59, -7.45
00:37.9, 0, Player Catch, 13 Nikola Karabatic,  ,00:37.9, -2.57, 2.04
00:38.8, 0, Pass, 13 Nikola Karabatic,  ,00:38.8, -4.48, 4.49
00:39.5, 0, Player Catch, 21 Michael Guigou,  ,00:39.5, -10.93, 9.32
00:40.6, 0, Pass, 21 Michael Guigou,  ,00:40.6, -12.42, 8.37
00:41.3, 0, Player Catch, 13 Nikola Karabatic,  ,00:41.3, -7.94, 4.33
00:42.4, 0, Tackle, 13 Nikola Karabatic, 22 Petr Linhart,00:42.4, -8.90, 0.90
00:43.3, 0, Pass, 13 Nikola Karabatic,  ,00:43.3, -9.86, -1.74
00:44.2, 0, Pick Up, 4 Xavier Barachet,  ,00:44.2, -11.16, -7.29
00:46.3, 0, Pass, 4 Xavier Barachet,  ,00:46.3, -11.80, -6.89
00:46.8, 0, Player Catch, 13 Nikola Karabatic,  ,00:46.8, -9.35, -2.62
00:50.1, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,00:50.1, -4.70, 6.86
00:50.3, 0, Pass, 13 Nikola Karabatic,  ,00:50.3, -8.46, 0.11
00:50.5, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,00:50.5, 2.65, 9.51
00:50.8, 0, Player Catch, 21 Michael Guigou,  ,00:50.8, -8.49, 4.63
00:51.9, 0, Pass, 21 Michael Guigou,  ,00:51.9, -10.82, 3.13
00:52.3, 0, Player Catch, 13 Nikola Karabatic,  ,00:52.3, -9.12, -1.06
00:53.1, 0, Pass, 13 Nikola Karabatic,  ,00:53.1, -11.24, -3.19
00:53.4, 0, Player Catch, 4 Xavier Barachet,  ,00:53.4, -12.32, -7.05
00:54.2, 0, Foul, 4 Xavier Barachet, 4 Xavier Barachet,00:54.2, -13.93, -5.47
00:57.4, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,00:57.4, 2.63, 9.50
01:01.3, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,01:01.3, -4.00, 9.94
01:03.5, 0, Free Throw, 16 Martin Galia,  ,01:03.5, -14.84, -2.73
01:04.2, 0, Player Catch, 19 Tomas Babak,  ,01:04.2, -3.87, -3.18
01:05.4, 0, Pass, 19 Tomas Babak,  ,01:05.4, -1.90, -3.98
01:06.8, 0, Player Catch, 13 Pavel Horak,  ,01:06.8, 6.68, -8.23
01:08.6, 0, Pass, 13 Pavel Horak,  ,01:08.6, 8.76, -8.44
01:09.1, 0, Player Catch, 2 Jakub Hrstka,  ,01:09.1, 11.53, -9.78
01:11.3, 0, Pass, 2 Jakub Hrstka,  ,01:11.3, 12.20, -9.29
01:11.7, 0, Player Catch, 13 Pavel Horak,  ,01:11.7, 10.69, -8.92
01:12.8, 0, Pass, 13 Pavel Horak,  ,01:12.8, 10.14, -8.11
01:13.4, 0, Player Catch, 19 Tomas Babak,  ,01:13.4, 6.40, -1.27
01:14.5, 0, Pass, 19 Tomas Babak,  ,01:14.5, 6.35, 0.89
01:15.1, 0, Player Catch, 22 Petr Linhart,  ,01:15.1, 8.85, 9.11
01:15.9, 0, Pass, 22 Petr Linhart,  ,01:15.9, 8.88, 8.67
01:16.5, 0, Player Catch, 19 Tomas Babak,  ,01:16.5, 6.67, 1.27
01:17.3, 0, Pass, 19 Tomas Babak,  ,01:17.3, 6.72, 0.21
01:17.6, 0, Player Catch, 23 Leos Petrovsky,  ,01:17.6, 6.75, -1.79
01:18.1, 0, Pass, 23 Leos Petrovsky,  ,01:18.1, 6.86, 0.61
01:18.8, 0, Player Catch, 22 Petr Linhart,  ,01:18.8, 9.14, 8.97
01:21.4, 0, Pass, 22 Petr Linhart,  ,01:21.4, 12.36, 4.86
01:22.0, 0, Player Catch, 13 Pavel Horak,  ,01:22.0, 8.24, -2.22
01:22.6, 0, Pass, 13 Pavel Horak,  ,01:22.6, 8.30, -2.77
01:23.1, 0, Player Catch, 19 Tomas Babak,  ,01:23.1, 11.49, -7.30
01:24.0, 0, Foul, 19 Tomas Babak, 4 Xavier Barachet,01:24.0, 11.88, -5.69
01:27.1, 0, Free Throw, 19 Tomas Babak,  ,01:27.1, 10.77, -8.02
01:27.7, 0, Player Catch, 13 Pavel Horak,  ,01:27.7, 6.87, -2.98
01:28.7, 0, Pass, 13 Pavel Horak,  ,01:28.7, 6.79, -2.95
01:29.4, 0, Player Catch, 19 Tomas Babak,  ,01:29.4, 11.17, -9.21
01:30.9, 0, Pass, 19 Tomas Babak,  ,01:30.9, 11.43, -7.07
01:31.4, 0, Player Catch, 13 Pavel Horak,  ,01:31.4, 7.07, -2.78
01:35.2, 0, Pass, 13 Pavel Horak,  ,01:35.2, 10.89, 1.02
01:35.7, 0, Player Catch, 22 Petr Linhart,  ,01:35.7, 13.54, 8.01
01:35.9, 0, Pass, 22 Petr Linhart,  ,01:35.9, 14.04, 8.08
01:36.4, 0, Player Catch, 5 Miroslav Jurka,  ,01:36.4, 19.39, 9.44
01:36.9, 0, Pass, 5 Miroslav Jurka,  ,01:36.9, 18.67, 9.06
01:37.3, 0, Player Catch, 22 Petr Linhart,  ,01:37.3, 12.57, 7.77
01:37.8, 0, Pass, 22 Petr Linhart,  ,01:37.8, 12.02, 7.07
01:38.3, 0, Player Catch, 13 Pavel Horak,  ,01:38.3, 6.69, -2.18
01:38.9, 0, Pass, 13 Pavel Horak,  ,01:38.9, 6.81, -2.95
01:39.3, 0, Player Catch, 19 Tomas Babak,  ,01:39.3, 10.47, -8.71
01:39.8, 0, Pass, 19 Tomas Babak,  ,01:39.8, 10.77, -6.83
01:40.4, 0, Player Catch, 28 Valentin Porte,  ,01:40.4, 15.90, -6.46
01:40.6, 0, Foul, 23 Leos Petrovsky, 22 Luka Karabatic,01:40.6, 13.55, -3.28
01:48.7, 0, Free Throw, 23 Leos Petrovsky,  ,01:48.7, 11.31, -5.10
01:49.3, 0, Player Catch, 13 Pavel Horak,  ,01:49.3, 9.08, -8.85
01:50.1, 0, Pass, 13 Pavel Horak,  ,01:50.1, 8.78, -8.72
01:50.8, 0, Player Catch, 19 Tomas Babak,  ,01:50.8, 5.71, -1.16
01:51.8, 0, Pass, 19 Tomas Babak,  ,01:51.8, 6.10, -1.09
01:52.4, 0, Player Catch, 13 Pavel Horak,  ,01:52.4, 10.45, -8.38
01:53.6, 0, Shot, 13 Pavel Horak,  ,01:53.6, 12.32, -5.56
01:54.0, 0, Goal, 13 Pavel Horak,  ,01:54.0, 12.50, -4.38
01:56.7, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,01:56.7, -1.34, 9.63
01:59.9, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,01:59.9, 4.82, 9.41
02:05.6, 0, Throw Off, 13 Nikola Karabatic,  ,02:05.6, 0.46, 0.54
02:06.4, 0, Player Catch, 4 Xavier Barachet,  ,02:06.4, -2.45, -5.25
02:07.1, 0, Pass, 4 Xavier Barachet,  ,02:07.1, -3.78, -5.28
02:07.8, 0, Player Catch, 28 Valentin Porte,  ,02:07.8, -7.47, -7.77
02:09.0, 0, Pass, 28 Valentin Porte,  ,02:09.0, -10.43, -8.49
02:09.5, 0, Player Catch, 4 Xavier Barachet,  ,02:09.5, -6.88, -7.26
02:10.6, 0, Pass, 4 Xavier Barachet,  ,02:10.6, -7.98, -7.65
02:11.3, 0, Player Catch, 13 Nikola Karabatic,  ,02:11.3, -6.43, 1.16
02:12.4, 0, Pass, 13 Nikola Karabatic,  ,02:12.4, -7.41, 1.89
02:12.9, 0, Player Catch, 18 William Accambray,  ,02:12.9, -8.20, 6.56
02:13.7, 0, Pass, 18 William Accambray,  ,02:13.7, -8.04, 7.25
02:14.2, 0, Player Catch, 21 Michael Guigou,  ,02:14.2, -11.28, 9.52
02:17.6, 0, Pass, 21 Michael Guigou,  ,02:17.6, -13.12, 8.95
02:18.1, 0, Player Catch, 18 William Accambray,  ,02:18.1, -9.77, 6.33
02:18.7, 0, Pass, 18 William Accambray,  ,02:18.7, -9.58, 6.25
02:19.3, 0, Player Catch, 13 Nikola Karabatic,  ,02:19.3, -7.28, -1.60
02:20.1, 0, Pass, 13 Nikola Karabatic,  ,02:20.1, -7.90, -3.50
02:20.7, 0, Player Catch, 4 Xavier Barachet,  ,02:20.7, -11.58, -9.16
02:21.2, 0, Pass, 4 Xavier Barachet,  ,02:21.2, -11.44, -9.05
02:21.7, 0, Player Catch, 13 Nikola Karabatic,  ,02:21.7, -8.35, -2.99
02:22.3, 0, Pass, 13 Nikola Karabatic,  ,02:22.3, -7.98, -1.53
02:22.9, 0, Player Catch, 18 William Accambray,  ,02:22.9, -9.90, 9.20
02:23.7, 0, Pass, 18 William Accambray,  ,02:23.7, -11.71, 8.89
02:24.3, 0, Player Catch, 13 Nikola Karabatic,  ,02:24.3, -7.38, 1.79
02:25.0, 0, Pass, 13 Nikola Karabatic,  ,02:25.0, -7.28, 0.41
02:25.6, 0, Player Catch, 4 Xavier Barachet,  ,02:25.6, -10.24, -6.89
02:26.5, 0, Pass, 4 Xavier Barachet,  ,02:26.5, -10.37, -4.95
02:27.0, 0, Player Catch, 13 Nikola Karabatic,  ,02:27.0, -8.97, 0.22
02:28.3, 0, Pass, 13 Nikola Karabatic,  ,02:28.3, -11.14, 4.51
02:28.8, 0, Player Catch, 18 William Accambray,  ,02:28.8, -10.00, 5.40
02:28.9, 0, Foul, 20 Cedric Sorhaindo, 13 Pavel Horak,02:28.9, -13.20, 1.69
02:35.6, 0, Free Throw, 20 Cedric Sorhaindo,  ,02:35.6, -10.71, 0.65
02:36.1, 0, Player Catch, 13 Nikola Karabatic,  ,02:36.1, -7.63, 2.12
02:37.4, 0, Pass, 13 Nikola Karabatic,  ,02:37.4, -7.63, 0.00
02:37.9, 0, Player Catch, 4 Xavier Barachet,  ,02:37.9, -10.15, -7.70
02:39.0, 0, Pass, 4 Xavier Barachet,  ,02:39.0, -11.12, -6.02
02:39.4, 0, Player Catch, 13 Nikola Karabatic,  ,02:39.4, -9.05, -1.19
02:41.4, 0, Pass, 13 Nikola Karabatic,  ,02:41.4, -10.96, 1.59
02:41.7, 0, Player Catch, 18 William Accambray,  ,02:41.7, -10.24, 5.04
02:42.7, 0, Pass, 18 William Accambray,  ,02:42.7, -9.11, 1.45
02:43.2, 0, Player Catch, 4 Xavier Barachet,  ,02:43.2, -10.18, -5.93
02:44.3, 0, Pass, 4 Xavier Barachet,  ,02:44.3, -10.40, -6.00
02:44.8, 0, Player Catch, 18 William Accambray,  ,02:44.8, -9.38, 0.99
02:45.2, 0, Pass, 18 William Accambray,  ,02:45.2, -10.68, 1.65
02:45.8, 0, Foul, 20 Cedric Sorhaindo, 42 Jakub Szymanski,02:45.8, -13.10, 0.65
02:49.8, 0, Yellow Card, 42 Jakub Szymanski,  ,02:49.8, -15.09, 3.03
02:56.3, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,02:56.3, 1.11, 9.39
03:11.8, 0, Penatly Shot, 21 Michael Guigou,  ,03:11.8, -12.10, -0.28
03:12.2, 0, Goal, 21 Michael Guigou,  ,03:12.2, -12.27, -0.15
03:17.0, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,03:17.0, -4.42, 9.74
03:17.7, 0, Throw Off, 23 Leos Petrovsky,  ,03:17.7, 0.61, -0.65
03:18.1, 0, Player Catch, 19 Tomas Babak,  ,03:18.1, -0.20, -2.61
03:18.9, 0, Pass, 19 Tomas Babak,  ,03:18.9, 1.10, -2.85
03:19.4, 0, Player Catch, 13 Pavel Horak,  ,03:19.4, 2.28, -7.94
03:20.6, 0, Pass, 13 Pavel Horak,  ,03:20.6, 4.66, -7.98
03:21.1, 0, Player Catch, 2 Jakub Hrstka,  ,03:21.1, 6.33, -9.17
03:23.8, 0, Pass, 2 Jakub Hrstka,  ,03:23.8, 10.08, -9.20
03:24.4, 0, Player Catch, 13 Pavel Horak,  ,03:24.4, 8.94, -7.47
03:25.2, 0, Pass, 13 Pavel Horak,  ,03:25.2, 9.03, -6.90
03:25.8, 0, Player Catch, 19 Tomas Babak,  ,03:25.8, 6.18, 1.07
03:26.8, 0, Pass, 19 Tomas Babak,  ,03:26.8, 6.38, 1.59
03:27.3, 0, Player Catch, 22 Petr Linhart,  ,03:27.3, 9.18, 8.76
03:28.4, 0, Pass, 22 Petr Linhart,  ,03:28.4, 10.18, 8.79
03:28.8, 0, Player Catch, 5 Miroslav Jurka,  ,03:28.8, 15.53, 9.70
03:29.7, 0, Pass, 5 Miroslav Jurka,  ,03:29.7, 15.91, 9.29
03:30.1, 0, Player Catch, 22 Petr Linhart,  ,03:30.1, 11.79, 9.20
03:30.7, 0, Pass, 22 Petr Linhart,  ,03:30.7, 11.17, 8.42
03:31.3, 0, Player Catch, 19 Tomas Babak,  ,03:31.3, 6.23, -0.54
03:31.8, 0, Pass, 19 Tomas Babak,  ,03:31.8, 5.85, -1.23
03:32.6, 0, Player Catch, 13 Pavel Horak,  ,03:32.6, 11.87, -9.31
03:33.2, 0, Pass, 13 Pavel Horak,  ,03:33.2, 12.58, -9.29
03:33.7, 0, Player Catch, 19 Tomas Babak,  ,03:33.7, 8.21, -2.19
03:34.4, 0, Pass, 19 Tomas Babak,  ,03:34.4, 8.53, -0.74
03:35.0, 0, Player Catch, 22 Petr Linhart,  ,03:35.0, 8.35, 9.29
03:35.4, 0, Pass, 22 Petr Linhart,  ,03:35.4, 8.60, 8.99
03:36.0, 0, Player Catch, 19 Tomas Babak,  ,03:36.0, 8.28, 0.62
03:36.3, 0, Pass, 19 Tomas Babak,  ,03:36.3, 8.76, 0.09
03:36.5, 0, Player Catch, 23 Leos Petrovsky,  ,03:36.5, 8.60, -3.38
03:38.2, 0, Pass, 23 Leos Petrovsky,  ,03:38.2, 9.62, 3.31
03:38.7, 0, Player Catch, 22 Petr Linhart,  ,03:38.7, 11.10, 9.50
03:40.7, 0, Pass, 22 Petr Linhart,  ,03:40.7, 12.44, 5.80
03:41.2, 0, Player Catch, 13 Pavel Horak,  ,03:41.2, 8.46, -0.08
03:41.8, 0, Pass, 13 Pavel Horak,  ,03:41.8, 8.68, -0.75
03:42.3, 0, Player Catch, 19 Tomas Babak,  ,03:42.3, 10.75, -7.60
03:44.0, 0, Pass, 19 Tomas Babak,  ,03:44.0, 12.51, -1.94
03:44.3, 0, Player Catch, 13 Pavel Horak,  ,03:44.3, 9.98, 2.67
03:45.1, 0, Push, 20 Cedric Sorhaindo,  ,03:45.1, 10.48, 3.17
03:47.0, 0, Foul, 13 Pavel Horak, 22 Luka Karabatic,03:47.0, 10.77, -2.82
03:51.5, 0, Yellow Card, 22 Luka Karabatic,  ,03:51.5, 13.51, -4.07
03:53.8, 0, Stoppage,  ,  ,03:53.8, 655.35, 655.35
03:54.1, 0, Time Stop,  ,  ,03:54.1, 655.35, 655.35
04:11.3, 0, Free Throw, 23 Leos Petrovsky,  ,03:54.1, 11.60, -5.45
04:11.9, 0, Player Catch, 19 Tomas Babak,  ,03:54.1, 7.80, -3.99
04:12.3, 0, Time Start,  ,  ,03:54.1, 655.35, 655.35
04:13.2, 0, Pass, 19 Tomas Babak,  ,03:54.2, 7.84, -1.89
04:13.7, 0, Player Catch, 22 Petr Linhart,  ,03:54.7, 9.00, 7.78
04:14.2, 0, Pass, 22 Petr Linhart,  ,03:55.2, 8.72, 7.33
04:14.8, 0, Player Catch, 19 Tomas Babak,  ,03:55.8, 6.89, -0.69
04:15.3, 0, Pass, 19 Tomas Babak,  ,03:56.3, 6.46, -1.30
04:16.0, 0, Player Catch, 13 Pavel Horak,  ,03:57.0, 11.68, -8.70
04:17.0, 0, Pass, 13 Pavel Horak,  ,03:58.0, 12.94, -8.16
04:17.8, 0, Player Catch, 19 Tomas Babak,  ,03:58.8, 7.03, -0.60
04:18.3, 0, Pass, 19 Tomas Babak,  ,03:59.3, 6.90, 0.33
04:18.9, 0, Player Catch, 22 Petr Linhart,  ,03:59.9, 10.59, 8.95
04:20.2, 0, Pass, 22 Petr Linhart,  ,04:01.2, 13.82, 8.67
04:20.7, 0, Player Catch, 19 Tomas Babak,  ,04:01.7, 9.11, 1.42
04:21.4, 0, Foul, 19 Tomas Babak, 19 Tomas Babak,04:02.4, 11.48, 1.88
04:26.1, 0, Free Throw, 16 Thierry Omeyer,  ,04:07.1, 11.02, 3.34
04:26.6, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,04:07.6, -1.81, 9.36
04:26.7, 0, Player Catch, 13 Nikola Karabatic,  ,04:07.7, 5.89, -1.39
04:30.3, 0, Pass, 13 Nikola Karabatic,  ,04:11.3, -5.40, 4.83
04:31.8, 0, Pass, 21 Michael Guigou,  ,04:12.8, -13.88, 9.41
04:32.3, 0, Player Catch, 13 Nikola Karabatic,  ,04:13.3, -8.01, 5.46
04:35.2, 0, Foul, 22 Luka Karabatic, 22 Luka Karabatic,04:16.2, -11.22, -0.14
04:39.6, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,04:20.6, -4.22, 9.65
04:40.8, 0, Free Throw, 16 Martin Galia,  ,04:21.8, -8.40, -2.06
04:41.5, 0, Player Catch, 19 Tomas Babak,  ,04:22.5, 1.17, -3.30
04:42.1, 0, Pass, 19 Tomas Babak,  ,04:23.1, 3.54, -2.23
04:42.8, 0, Player Catch, 13 Pavel Horak,  ,04:23.8, 6.91, -9.14
04:43.5, 0, Pass, 13 Pavel Horak,  ,04:24.5, 8.72, -9.24
04:44.1, 0, Player Catch, 19 Tomas Babak,  ,04:25.1, 5.65, -1.67
04:44.6, 0, Pass, 19 Tomas Babak,  ,04:25.6, 5.33, -0.99
04:45.1, 0, Player Catch, 22 Petr Linhart,  ,04:26.1, 8.69, 1.77
04:45.8, 0, Pass, 22 Petr Linhart,  ,04:26.8, 10.73, -2.00
04:46.2, 0, Player Catch, 13 Pavel Horak,  ,04:27.2, 8.60, -3.58
04:47.1, 0, Shot, 13 Pavel Horak,  ,04:28.1, 9.38, -0.73
04:47.7, 0, Goal, 13 Pavel Horak,  ,04:28.7, 9.15, 0.73
04:51.8, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,04:32.8, -2.16, 9.30
04:53.1, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,04:34.1, 4.52, 8.95
04:53.4, 0, Throw Off, 20 Cedric Sorhaindo,  ,04:34.4, 0.17, 0.26
04:54.0, 0, Player Catch, 13 Nikola Karabatic,  ,04:35.0, 2.24, 0.95
04:54.9, 0, Pass, 13 Nikola Karabatic,  ,04:35.9, 1.31, 0.77
04:55.7, 0, Player Catch, 4 Xavier Barachet,  ,04:36.7, -2.47, -5.73
04:56.4, 0, Pass, 4 Xavier Barachet,  ,04:37.4, -3.42, -5.75
04:57.2, 0, Player Catch, 28 Valentin Porte,  ,04:38.2, -7.23, -8.41
04:59.7, 0, Pass, 28 Valentin Porte,  ,04:40.7, -11.83, -8.30
05:00.1, 0, Player Catch, 4 Xavier Barachet,  ,04:41.1, -9.12, -7.45
05:01.4, 0, Pass, 4 Xavier Barachet,  ,04:42.4, -9.47, -7.45
05:02.3, 0, Player Catch, 13 Nikola Karabatic,  ,04:43.3, -7.62, 0.90
05:03.6, 0, Pass, 13 Nikola Karabatic,  ,04:44.6, -7.55, -0.47
05:04.4, 0, Player Catch, 4 Xavier Barachet,  ,04:45.4, -10.27, -8.74
05:05.8, 0, Pass, 4 Xavier Barachet,  ,04:46.8, -10.92, -8.49
05:06.6, 0, Player Catch, 13 Nikola Karabatic,  ,04:47.6, -7.35, 1.44
05:08.1, 0, Pass, 13 Nikola Karabatic,  ,04:49.1, -7.98, 4.25
05:08.7, 0, Player Catch, 18 William Accambray,  ,04:49.7, -8.37, 6.78
05:09.8, 0, Pass, 18 William Accambray,  ,04:50.8, -7.65, 5.86
05:10.9, 0, Player Catch, 4 Xavier Barachet,  ,04:51.9, -9.13, -8.75
05:11.8, 0, Pass, 4 Xavier Barachet,  ,04:52.8, -9.57, -8.67
05:12.5, 0, Player Catch, 18 William Accambray,  ,04:53.5, -7.16, -1.94
05:13.4, 0, Pass, 18 William Accambray,  ,04:54.4, -8.75, -1.97
05:14.0, 0, Player Catch, 20 Cedric Sorhaindo,  ,04:55.0, -8.88, 1.19
05:14.6, 0, Pass, 20 Cedric Sorhaindo,  ,04:55.6, -9.03, -1.38
05:15.1, 0, Player Catch, 4 Xavier Barachet,  ,04:56.1, -10.47, -9.47
05:15.7, 0, Pass, 4 Xavier Barachet,  ,04:56.7, -10.59, -8.83
05:16.3, 0, Player Catch, 13 Nikola Karabatic,  ,04:57.3, -6.60, 0.07
05:16.9, 0, Pass, 13 Nikola Karabatic,  ,04:57.9, -6.67, 0.35
05:17.3, 0, Player Catch, 18 William Accambray,  ,04:58.3, -10.12, 6.05
05:17.8, 0, Pass, 18 William Accambray,  ,04:58.8, -10.72, 4.09
05:18.3, 0, Player Catch, 13 Nikola Karabatic,  ,04:59.3, -9.51, -1.90
05:18.9, 0, Shot, 13 Nikola Karabatic,  ,04:59.9, -10.92, -3.27
05:19.3, 0, Ball Out of Play,  ,  ,05:00.3, -0.22, 0.01
05:22.8, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,05:03.8, -4.50, 9.39
05:23.0, 0, Goalkeeper Throw, 16 Martin Galia,  ,05:04.0, -17.56, 2.06
05:23.4, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,05:04.4, 3.26, 9.63
05:23.7, 0, Player Catch, 19 Tomas Babak,  ,05:04.7, -6.32, -2.87
05:24.3, 0, Pass, 19 Tomas Babak,  ,05:05.3, -4.30, -2.74
05:25.0, 0, Player Catch, 22 Petr Linhart,  ,05:06.0, 3.01, 8.27
05:25.7, 0, Pass, 22 Petr Linhart,  ,05:06.7, 4.76, 7.61
05:26.2, 0, Player Catch, 19 Tomas Babak,  ,05:07.2, 3.42, -1.84
05:27.4, 0, Pass, 19 Tomas Babak,  ,05:08.4, 9.59, -1.05
05:27.8, 0, Foul, 23 Leos Petrovsky, 20 Cedric Sorhaindo,05:08.8, 13.05, 1.26
05:36.8, 0, Free Throw, 23 Leos Petrovsky,  ,05:17.8, 11.41, -0.65
05:37.2, 0, Player Catch, 19 Tomas Babak,  ,05:18.2, 8.21, -0.58
05:38.4, 0, Pass, 19 Tomas Babak,  ,05:19.4, 8.51, 1.35
05:39.1, 0, Player Catch, 22 Petr Linhart,  ,05:20.1, 10.78, 9.17
05:40.8, 0, Player Catch, 19 Tomas Babak,  ,05:21.8, 7.50, -0.56
05:41.7, 0, Pass, 19 Tomas Babak,  ,05:22.7, 7.18, -1.83
05:42.4, 0, Player Catch, 13 Pavel Horak,  ,05:23.4, 11.04, -8.58
05:44.1, 0, Pass, 13 Pavel Horak,  ,05:25.1, 12.09, -8.69
05:44.7, 0, Player Catch, 19 Tomas Babak,  ,05:25.7, 8.26, -2.77
05:45.5, 0, Pass, 19 Tomas Babak,  ,05:26.5, 8.76, -1.40
05:46.1, 0, Player Catch, 22 Petr Linhart,  ,05:27.1, 8.93, 9.51
05:46.6, 0, Pass, 22 Petr Linhart,  ,05:27.6, 9.34, 9.40
05:47.0, 0, Player Catch, 5 Miroslav Jurka,  ,05:28.0, 11.84, 7.56
05:47.7, 0, Pass, 5 Miroslav Jurka,  ,05:28.7, 9.95, 5.02
