Time, Half, Event, Player1, Player2,GAME TIME, XPos, YPos
24:32.4, 1, Pass, 28 Valentin Porte,  ,18:24.0, 10.45, 6.63
24:33.1, 1, Player Catch, 13 Nikola Karabatic,  ,18:24.7, 6.55, -0.75
24:34.5, 1, Pass, 13 Nikola Karabatic,  ,18:26.1, 6.63, -2.07
24:35.0, 1, Player Catch, 2 Jerome Fernandez,  ,18:26.6, 10.37, -9.22
24:35.7, 1, Pass, 2 Jerome Fernandez,  ,18:27.3, 10.71, -8.76
24:36.4, 1, Player Catch, 13 Nikola Karabatic,  ,18:28.0, 6.63, 0.12
24:37.8, 1, Pass, 13 Nikola Karabatic,  ,18:29.4, 7.50, 2.02
24:38.2, 1, Player Catch, 28 Valentin Porte,  ,18:29.8, 10.73, 7.40
24:38.8, 1, Pass, 28 Valentin Porte,  ,18:30.4, 10.55, 7.13
24:39.3, 1, Player Catch, 13 Nikola Karabatic,  ,18:30.9, 7.95, 0.32
24:40.1, 1, Pass, 13 Nikola Karabatic,  ,18:31.7, 7.69, -1.69
24:40.6, 1, Player Catch, 2 Jerome Fernandez,  ,18:32.2, 12.48, -9.16
24:41.4, 1, Pass, 2 Jerome Fernandez,  ,18:33.0, 12.90, -9.21
24:41.8, 1, Player Catch, 13 Nikola Karabatic,  ,18:33.4, 7.76, -0.14
24:42.9, 1, Pass, 13 Nikola Karabatic,  ,18:34.5, 9.73, 1.74
24:43.3, 1, Player Catch, 2 Jerome Fernandez,  ,18:34.9, 10.69, -4.17
24:44.2, 1, Shot, 2 Jerome Fernandez,  ,18:35.8, 11.60, -3.08
24:44.6, 1, Goalkeeper Save, 16 Martin Galia,  ,18:36.2, 19.57, -0.57
24:45.9, 1, Pick Up, 23 Leos Petrovsky,  ,18:37.5, 13.08, -2.32
24:46.1, 1, Pass, 23 Leos Petrovsky,  ,18:37.7, 12.69, -2.95
24:47.8, 1, Goalkeeper Pick-up, 16 Martin Galia,  ,18:39.4, 16.35, -2.48
24:48.5, 1, Goalkeeper Throw, 16 Martin Galia,  ,18:40.1, 15.56, -2.29
24:49.1, 1, Player Catch, 19 Tomas Babak,  ,18:40.7, 5.03, 1.72
24:50.9, 1, Pass, 19 Tomas Babak,  ,18:42.5, -3.21, 0.09
24:51.3, 1, Player Catch, 13 Pavel Horak,  ,18:42.9, -7.67, -8.54
24:52.2, 1, Pass, 13 Pavel Horak,  ,18:43.8, -9.09, -8.26
24:52.7, 1, Player Catch, 19 Tomas Babak,  ,18:44.3, -8.06, 0.15
24:54.1, 1, Pass, 19 Tomas Babak,  ,18:45.7, -10.97, 2.36
24:54.6, 1, Player Catch, 42 Jakub Szymanski,  ,18:46.2, -12.81, 7.19
24:55.6, 1, Pass, 42 Jakub Szymanski,  ,18:47.2, -13.70, 7.80
24:56.0, 1, Player Catch, 19 Tomas Babak,  ,18:47.6, -9.52, 2.26
24:56.6, 1, Pass, 19 Tomas Babak,  ,18:48.2, -9.14, 0.69
24:57.1, 1, Player Catch, 13 Pavel Horak,  ,18:48.7, -11.60, -7.55
24:57.8, 1, Shot, 13 Pavel Horak,  ,18:49.4, -12.54, -6.31
24:58.2, 1, Goalkeeper Save, 1 Cyril Dumoulin,  ,18:49.8, -19.58, -0.44
24:59.8, 1, Ball Out of Play,  ,  ,18:51.4, -0.21, 0.10
25:10.3, 1, Goalkeeper Throw, 1 Cyril Dumoulin,  ,19:01.9, -16.65, 5.11
25:11.3, 1, Player Catch, 13 Nikola Karabatic,  ,19:02.9, -5.00, -0.28
25:13.3, 1, Pass, 13 Nikola Karabatic,  ,19:04.9, -2.12, 0.09
25:14.1, 1, Player Catch, 28 Valentin Porte,  ,19:05.7, 4.02, 6.72
25:15.0, 1, Pass, 28 Valentin Porte,  ,19:06.6, 5.18, 6.73
25:15.9, 1, Player Catch, 9 Guillaume Joli,  ,19:07.5, 9.12, 9.02
25:17.0, 1, Pass, 9 Guillaume Joli,  ,19:08.6, 10.76, 8.64
25:17.3, 1, Player Catch, 28 Valentin Porte,  ,19:08.9, 8.18, 7.37
25:18.5, 1, Pass, 28 Valentin Porte,  ,19:10.1, 9.04, 6.44
25:19.0, 1, Player Catch, 13 Nikola Karabatic,  ,19:10.6, 6.62, 0.05
25:19.8, 1, Pass, 13 Nikola Karabatic,  ,19:11.4, 7.11, -0.74
25:20.5, 1, Player Catch, 2 Jerome Fernandez,  ,19:12.1, 11.34, -9.54
25:21.5, 1, Pass, 2 Jerome Fernandez,  ,19:13.1, 11.54, -9.29
25:22.2, 1, Player Catch, 13 Nikola Karabatic,  ,19:13.8, 7.18, -2.25
25:23.7, 1, Pass, 13 Nikola Karabatic,  ,19:15.3, 7.46, -0.02
25:24.2, 1, Player Catch, 28 Valentin Porte,  ,19:15.8, 9.63, 7.49
25:25.0, 1, Pass, 28 Valentin Porte,  ,19:16.6, 9.49, 7.18
25:25.4, 1, Player Catch, 13 Nikola Karabatic,  ,19:17.0, 7.50, -1.55
25:26.2, 1, Pass, 13 Nikola Karabatic,  ,19:17.8, 7.61, -2.96
25:26.6, 1, Player Catch, 2 Jerome Fernandez,  ,19:18.2, 12.15, -9.69
25:27.3, 1, Pass, 2 Jerome Fernandez,  ,19:18.9, 12.46, -9.31
25:27.7, 1, Player Catch, 13 Nikola Karabatic,  ,19:19.3, 8.32, -1.78
25:28.6, 1, Pass, 13 Nikola Karabatic,  ,19:20.2, 8.34, 0.34
25:29.0, 1, Player Catch, 28 Valentin Porte,  ,19:20.6, 10.14, 8.37
25:29.8, 1, Pass, 28 Valentin Porte,  ,19:21.4, 10.33, 7.32
25:30.3, 1, Player Catch, 13 Nikola Karabatic,  ,19:21.9, 6.93, 0.08
25:31.0, 1, Pass, 13 Nikola Karabatic,  ,19:22.6, 6.74, -0.55
25:31.5, 1, Player Catch, 2 Jerome Fernandez,  ,19:23.1, 9.42, -6.81
25:32.6, 1, Pass, 2 Jerome Fernandez,  ,19:24.2, 10.55, -4.28
25:32.9, 1, Player Catch, 13 Nikola Karabatic,  ,19:24.5, 8.78, 1.52
25:34.2, 1, Shot, 13 Nikola Karabatic,  ,19:25.8, 12.07, 2.01
25:34.6, 1, Goal, 13 Nikola Karabatic,  ,19:26.2, 12.82, 3.00
25:39.1, 1, Substitution, 2 Jerome Fernandez, 22 Luka Karabatic,19:30.7, -2.74, 9.50
25:39.4, 1, Substitution, 42 Jakub Szymanski, 3 Roman Becvar,19:31.0, 4.72, 9.31
25:39.5, 1, Throw Off, 23 Leos Petrovsky,  ,19:31.1, -0.95, 0.12
25:39.9, 1, Player Catch, 11 Jan Sobol,  ,19:31.5, -2.60, -7.08
25:41.9, 1, Pass, 11 Jan Sobol,  ,19:33.5, -12.20, -9.65
25:42.4, 1, Player Catch, 13 Pavel Horak,  ,19:34.0, -6.05, -5.74
25:43.5, 1, Pass, 13 Pavel Horak,  ,19:35.1, -8.56, -6.24
25:44.0, 1, Player Catch, 19 Tomas Babak,  ,19:35.6, -7.13, 0.54
25:45.3, 1, Pass, 19 Tomas Babak,  ,19:36.9, -10.22, 3.62
25:45.6, 1, Player Catch, 3 Roman Becvar,  ,19:37.2, -11.56, 8.22
25:46.9, 1, Pass, 3 Roman Becvar,  ,19:38.5, -11.85, 5.67
25:47.1, 1, Player Catch, 19 Tomas Babak,  ,19:38.7, -9.93, 1.64
25:47.7, 1, Pass, 19 Tomas Babak,  ,19:39.3, -11.26, -0.50
25:48.2, 1, Player Catch, 13 Pavel Horak,  ,19:39.8, -11.87, -8.07
25:48.9, 1, Pass, 13 Pavel Horak,  ,19:40.5, -13.48, -7.25
25:49.3, 1, Player Catch, 23 Leos Petrovsky,  ,19:40.9, -14.22, -3.32
25:50.1, 1, Shot, 23 Leos Petrovsky,  ,19:41.7, -15.75, -3.88
25:50.5, 1, Post,  ,  ,19:42.1, -0.20, 0.01
25:52.3, 1, Goalkeeper Pick-up, 1 Cyril Dumoulin,  ,19:43.9, -16.45, 1.30
25:53.0, 1, Goalkeeper Throw, 1 Cyril Dumoulin,  ,19:44.6, -15.07, 1.30
25:53.1, 1, Substitution, 3 Roman Becvar, 42 Jakub Szymanski,19:44.7, 3.39, 9.81
25:53.6, 1, Player Catch, 20 Cedric Sorhaindo,  ,19:45.2, -9.35, -3.15
25:54.4, 1, Substitution, 22 Luka Karabatic, 2 Jerome Fernandez,19:46.0, -3.88, 10.10
25:55.3, 1, Pass, 20 Cedric Sorhaindo,  ,19:46.9, -9.65, -3.55
25:55.7, 1, Player Catch, 13 Nikola Karabatic,  ,19:47.3, -10.28, -2.48
25:57.0, 1, Pass, 13 Nikola Karabatic,  ,19:48.6, -8.48, -2.87
25:57.6, 1, Player Catch, 14 Kentin Mahe,  ,19:49.2, -2.37, -9.30
26:00.0, 1, Pass, 14 Kentin Mahe,  ,19:51.6, -1.04, -9.60
26:00.4, 1, Player Catch, 2 Jerome Fernandez,  ,19:52.0, 0.01, -7.31
26:01.6, 1, Pass, 2 Jerome Fernandez,  ,19:53.2, 1.73, -8.28
26:01.9, 1, Player Catch, 13 Nikola Karabatic,  ,19:53.5, 0.27, -5.04
26:03.4, 1, Pass, 13 Nikola Karabatic,  ,19:55.0, 2.01, -3.22
26:04.1, 1, Player Catch, 28 Valentin Porte,  ,19:55.7, 5.07, 6.35
26:05.0, 1, Pass, 28 Valentin Porte,  ,19:56.6, 5.67, 6.47
26:05.6, 1, Player Catch, 9 Guillaume Joli,  ,19:57.2, 10.77, 9.30
26:06.9, 1, Pass, 9 Guillaume Joli,  ,19:58.5, 11.71, 9.25
26:07.3, 1, Player Catch, 28 Valentin Porte,  ,19:58.9, 8.15, 7.41
26:09.0, 1, Pass, 28 Valentin Porte,  ,20:00.6, 9.20, 6.98
26:09.7, 1, Player Catch, 13 Nikola Karabatic,  ,20:01.3, 6.50, -0.70
26:11.2, 1, Pass, 13 Nikola Karabatic,  ,20:02.8, 6.99, -2.97
26:11.8, 1, Player Catch, 2 Jerome Fernandez,  ,20:03.4, 10.17, -9.42
26:12.6, 1, Pass, 2 Jerome Fernandez,  ,20:04.2, 10.29, -9.23
26:13.0, 1, Player Catch, 13 Nikola Karabatic,  ,20:04.6, 6.96, -1.60
26:14.7, 1, Pass, 13 Nikola Karabatic,  ,20:06.3, 7.73, 0.48
26:15.1, 1, Player Catch, 28 Valentin Porte,  ,20:06.7, 11.79, 8.48
26:15.7, 1, Pass, 28 Valentin Porte,  ,20:07.3, 11.76, 8.07
26:16.4, 1, Player Catch, 13 Nikola Karabatic,  ,20:08.0, 7.76, -0.41
26:17.1, 1, Pass, 13 Nikola Karabatic,  ,20:08.7, 7.59, -2.31
26:17.6, 1, Player Catch, 2 Jerome Fernandez,  ,20:09.2, 11.15, -8.32
26:18.2, 1, Pass, 2 Jerome Fernandez,  ,20:09.8, 10.93, -8.17
26:18.4, 1, Player Catch, 13 Nikola Karabatic,  ,20:10.0, 8.85, -3.83
26:19.3, 1, Pass, 13 Nikola Karabatic,  ,20:10.9, 9.05, -3.82
26:19.6, 1, Player Catch, 2 Jerome Fernandez,  ,20:11.2, 10.69, -8.04
26:20.4, 1, Pass, 2 Jerome Fernandez,  ,20:12.0, 11.94, -6.35
26:20.7, 1, Player Catch, 13 Nikola Karabatic,  ,20:12.3, 9.49, -3.32
26:21.8, 1, Pass, 13 Nikola Karabatic,  ,20:13.4, 9.88, -2.08
26:22.1, 1, Player Catch, 28 Valentin Porte,  ,20:13.7, 10.81, 4.02
26:23.4, 1, Pass, 28 Valentin Porte,  ,20:15.0, 11.01, 1.15
26:23.7, 1, Player Catch, 13 Nikola Karabatic,  ,20:15.3, 10.50, -2.19
26:24.2, 1, Pass, 13 Nikola Karabatic,  ,20:15.8, 10.59, -2.47
26:24.4, 1, Player Catch, 2 Jerome Fernandez,  ,20:16.0, 11.59, -6.21
26:26.0, 1, Pass, 2 Jerome Fernandez,  ,20:17.6, 12.18, -2.72
26:26.3, 1, Player Catch, 13 Nikola Karabatic,  ,20:17.9, 10.58, 1.91
26:27.0, 1, Shot, 13 Nikola Karabatic,  ,20:18.6, 12.29, 2.39
26:27.4, 1, Goal, 13 Nikola Karabatic,  ,20:19.0, 12.68, 2.52
26:31.9, 1, Substitution, 2 Jerome Fernandez, 22 Luka Karabatic,20:23.5, -1.88, 9.94
26:32.7, 1, Substitution, 42 Jakub Szymanski, 3 Roman Becvar,20:24.3, 4.52, 9.61
26:34.8, 1, Throw Off, 23 Leos Petrovsky,  ,20:26.4, -0.23, -0.43
26:35.3, 1, Player Catch, 19 Tomas Babak,  ,20:26.9, 1.54, 1.56
26:36.4, 1, Pass, 19 Tomas Babak,  ,20:28.0, -0.11, 0.32
26:37.3, 1, Player Catch, 13 Pavel Horak,  ,20:28.9, -2.29, -5.97
26:38.3, 1, Pass, 13 Pavel Horak,  ,20:29.9, -3.67, -5.66
26:38.6, 1, Player Catch, 11 Jan Sobol,  ,20:30.2, -5.47, -8.19
26:41.5, 1, Pass, 11 Jan Sobol,  ,20:33.1, -9.43, -8.41
26:41.9, 1, Player Catch, 13 Pavel Horak,  ,20:33.5, -7.64, -7.89
26:42.6, 1, Pass, 13 Pavel Horak,  ,20:34.2, -8.58, -7.97
26:43.3, 1, Player Catch, 19 Tomas Babak,  ,20:34.9, -7.21, 0.12
26:43.7, 1, Substitution, 16 Martin Galia, 71 Petr Stochl,20:35.3, 5.10, 10.27
26:44.5, 1, Pass, 19 Tomas Babak,  ,20:36.1, -6.88, 1.52
26:44.9, 1, Player Catch, 3 Roman Becvar,  ,20:36.5, -7.29, 6.69
26:47.4, 1, Pass, 3 Roman Becvar,  ,20:39.0, -10.24, 8.41
26:48.0, 1, Player Catch, 19 Tomas Babak,  ,20:39.6, -4.99, 0.62
26:48.9, 1, Pass, 19 Tomas Babak,  ,20:40.5, -5.35, -0.18
26:49.3, 1, Player Catch, 13 Pavel Horak,  ,20:40.9, -8.04, -8.95
26:50.7, 1, Pass, 13 Pavel Horak,  ,20:42.3, -9.40, -8.53
26:51.1, 1, Player Catch, 19 Tomas Babak,  ,20:42.7, -8.00, -1.09
26:51.5, 1, Pass, 19 Tomas Babak,  ,20:43.1, -8.60, -0.26
26:51.9, 1, Player Catch, 23 Leos Petrovsky,  ,20:43.5, -7.42, 1.66
26:53.5, 1, Pass, 23 Leos Petrovsky,  ,20:45.1, -9.95, -4.09
26:54.1, 1, Player Catch, 13 Pavel Horak,  ,20:45.7, -10.03, -8.90
26:56.6, 1, Pass, 13 Pavel Horak,  ,20:48.2, -10.54, -4.55
26:57.1, 1, Player Catch, 3 Roman Becvar,  ,20:48.7, -8.15, 0.92
26:58.6, 1, Pass, 3 Roman Becvar,  ,20:50.2, -8.27, -0.92
26:59.1, 1, Player Catch, 13 Pavel Horak,  ,20:50.7, -10.59, -7.45
27:02.4, 1, Pass, 13 Pavel Horak,  ,20:54.0, -11.14, -3.01
27:03.3, 1, Tackle, 23 Leos Petrovsky, 14 Kentin Mahe,20:54.9, -14.44, -4.04
27:03.4, 1, Foul, 23 Leos Petrovsky, 14 Kentin Mahe,20:55.0, -14.58, -4.14
27:05.9, 1, Time Stop,  ,  ,20:57.5, 655.35, 655.35
27:07.7, 1, 2 Minute Exclusion, 14 Kentin Mahe,  ,20:57.5, -14.11, -4.63
27:10.8, 1, Substitution, 3 Roman Becvar, 27 Ondrej Zdrahala,20:57.5, 4.22, 10.11
27:22.5, 1, Substitution, 19 Tomas Babak, 42 Jakub Szymanski,20:57.5, 6.17, 9.91
27:33.6, 1, Time Start,  ,  ,20:57.5, 655.35, 655.35
27:34.4, 1, Penatly Shot, 27 Ondrej Zdrahala,  ,20:57.6, -12.15, 0.10
27:34.8, 1, Goal, 27 Ondrej Zdrahala,  ,20:58.0, -11.84, -0.04
27:39.0, 1, Substitution, 27 Ondrej Zdrahala, 19 Tomas Babak,21:02.2, 4.36, 9.82
27:42.8, 1, Substitution, 22 Luka Karabatic, 2 Jerome Fernandez,21:06.0, -4.36, 9.83
27:43.6, 1, Throw Off, 13 Nikola Karabatic,  ,21:06.8, 0.07, -2.16
27:44.2, 1, Player Catch, 20 Cedric Sorhaindo,  ,21:07.4, -0.70, -8.93
27:45.3, 1, Pass, 20 Cedric Sorhaindo,  ,21:08.5, 0.26, -8.62
27:46.2, 1, Player Catch, 2 Jerome Fernandez,  ,21:09.4, -3.60, -0.62
27:47.1, 1, Pass, 2 Jerome Fernandez,  ,21:10.3, -3.19, -0.83
27:47.9, 1, Player Catch, 28 Valentin Porte,  ,21:11.1, 3.05, 6.19
27:50.7, 1, Substitution, 9 Guillaume Joli, 21 Michael Guigou,21:13.9, -0.65, 9.53
27:52.5, 1, Pass, 28 Valentin Porte,  ,21:15.7, 5.70, 5.42
27:52.9, 1, Player Catch, 21 Michael Guigou,  ,21:16.1, 3.40, 3.21
27:53.5, 1, Pass, 21 Michael Guigou,  ,21:16.7, 4.66, 1.23
27:54.1, 1, Player Catch, 2 Jerome Fernandez,  ,21:17.3, 6.90, -4.10
27:55.9, 1, Pass, 2 Jerome Fernandez,  ,21:19.1, 7.36, -3.58
27:56.2, 1, Player Catch, 21 Michael Guigou,  ,21:19.4, 8.12, -7.80
27:58.2, 1, Pass, 21 Michael Guigou,  ,21:21.4, 10.48, -8.86
27:58.5, 1, Player Catch, 2 Jerome Fernandez,  ,21:21.7, 8.64, -4.58
27:59.5, 1, Pass, 2 Jerome Fernandez,  ,21:22.7, 8.68, -3.50
28:00.1, 1, Player Catch, 28 Valentin Porte,  ,21:23.3, 9.42, 7.40
28:01.2, 1, Pass, 28 Valentin Porte,  ,21:24.4, 10.64, 8.35
28:01.9, 1, Player Catch, 2 Jerome Fernandez,  ,21:25.1, 6.99, -1.79
28:02.5, 1, Pass, 2 Jerome Fernandez,  ,21:25.7, 6.80, -2.02
28:03.0, 1, Player Catch, 21 Michael Guigou,  ,21:26.2, 9.63, -8.80
28:04.3, 1, Pass, 21 Michael Guigou,  ,21:27.5, 10.39, -5.48
28:04.8, 1, Player Catch, 2 Jerome Fernandez,  ,21:28.0, 8.67, -0.09
28:05.9, 1, Pass, 2 Jerome Fernandez,  ,21:29.1, 11.81, 2.28
28:06.4, 1, Player Catch, 28 Valentin Porte,  ,21:29.6, 12.26, 5.42
28:08.0, 1, Pass, 28 Valentin Porte,  ,21:31.2, 10.49, -1.40
28:08.5, 1, Player Catch, 21 Michael Guigou,  ,21:31.7, 11.30, -6.83
28:09.9, 1, Push, 23 Leos Petrovsky,  ,21:33.1, 12.24, -3.57
28:10.1, 1, Foul, 21 Michael Guigou, 23 Leos Petrovsky,21:33.3, 12.36, -4.19
28:16.7, 1, Time Stop,  ,  ,21:39.9, 655.35, 655.35
28:27.9, 1, Free Throw, 20 Cedric Sorhaindo,  ,21:39.9, 11.66, -5.45
28:28.6, 1, Player Catch, 21 Michael Guigou,  ,21:39.9, 10.75, -9.45
28:29.8, 1, Time Start,  ,  ,21:39.9, 655.35, 655.35
28:31.0, 1, Pass, 21 Michael Guigou,  ,21:40.0, 14.06, -9.39
28:31.3, 1, Player Catch, 13 Nikola Karabatic,  ,21:40.3, 10.79, -9.02
28:32.5, 1, Pass, 13 Nikola Karabatic,  ,21:41.5, 10.97, -7.14
28:32.9, 1, Player Catch, 2 Jerome Fernandez,  ,21:41.9, 9.09, 0.14
28:33.8, 1, Tackle, 2 Jerome Fernandez, 13 Pavel Horak,21:42.8, 11.03, 0.10
28:33.9, 1, Foul, 2 Jerome Fernandez, 13 Pavel Horak,21:42.9, 11.24, -0.12
28:40.7, 1, Free Throw, 20 Cedric Sorhaindo,  ,21:49.7, 11.54, -2.24
28:41.0, 1, Player Catch, 2 Jerome Fernandez,  ,21:50.0, 10.18, -2.45
28:42.6, 1, Tackle, 2 Jerome Fernandez, 19 Tomas Babak,21:51.6, 12.29, 3.73
28:42.7, 1, Foul, 2 Jerome Fernandez, 2 Jerome Fernandez,21:51.7, 12.36, 4.13
28:45.8, 1, Free Throw, 19 Tomas Babak,  ,21:54.8, 5.08, 5.21
28:46.3, 1, Player Catch, 2 Jakub Hrstka,  ,21:55.3, 0.68, 8.29
28:46.8, 1, Pass, 2 Jakub Hrstka,  ,21:55.8, -2.30, 8.12
28:47.3, 1, Player Catch, 19 Tomas Babak,  ,21:56.3, -2.31, 3.81
28:47.8, 1, Pass, 19 Tomas Babak,  ,21:56.8, -5.06, 2.96
28:48.3, 1, Player Catch, 2 Jakub Hrstka,  ,21:57.3, -11.57, 8.36
28:48.7, 1, Pass, 2 Jakub Hrstka,  ,21:57.7, -13.93, 8.33
28:49.1, 1, Player Catch, 23 Leos Petrovsky,  ,21:58.1, -12.49, 3.83
28:51.0, 1, Shot, 23 Leos Petrovsky,  ,22:00.0, -14.85, 0.62
28:51.2, 1, Goal, 23 Leos Petrovsky,  ,22:00.2, -15.18, 0.66
29:03.9, 1, Throw Off, 13 Nikola Karabatic,  ,22:12.9, 0.11, -0.69
29:04.2, 1, Player Catch, 2 Jerome Fernandez,  ,22:13.2, -0.08, -3.28
29:05.4, 1, Pass, 2 Jerome Fernandez,  ,22:14.4, 0.65, -4.20
29:05.8, 1, Player Catch, 21 Michael Guigou,  ,22:14.8, 0.31, -7.31
29:07.8, 1, Pass, 21 Michael Guigou,  ,22:16.8, 4.90, -8.81
29:08.4, 1, Player Catch, 2 Jerome Fernandez,  ,22:17.4, 4.01, -7.75
29:09.7, 1, Pass, 2 Jerome Fernandez,  ,22:18.7, 5.94, -7.53
29:10.2, 1, Player Catch, 21 Michael Guigou,  ,22:19.2, 8.19, -8.95
29:10.9, 1, Pass, 21 Michael Guigou,  ,22:19.9, 9.21, -8.94
29:11.5, 1, Player Catch, 2 Jerome Fernandez,  ,22:20.5, 7.98, -7.13
29:12.5, 1, Pass, 2 Jerome Fernandez,  ,22:21.5, 8.60, -5.20
29:13.2, 1, Player Catch, 28 Valentin Porte,  ,22:22.2, 9.67, 7.93
29:13.9, 1, Pass, 28 Valentin Porte,  ,22:22.9, 10.35, 8.17
29:14.2, 1, Player Catch, 20 Cedric Sorhaindo,  ,22:23.2, 11.97, 8.66
29:14.5, 1, Pass, 20 Cedric Sorhaindo,  ,22:23.5, 12.27, 8.68
29:14.9, 1, Player Catch, 28 Valentin Porte,  ,22:23.9, 10.94, 8.52
29:15.9, 1, Pass, 28 Valentin Porte,  ,22:24.9, 10.57, 8.06
29:16.5, 1, Player Catch, 2 Jerome Fernandez,  ,22:25.5, 7.26, -3.86
29:17.1, 1, Pass, 2 Jerome Fernandez,  ,22:26.1, 7.27, -4.00
29:17.5, 1, Player Catch, 21 Michael Guigou,  ,22:26.5, 9.32, -9.15
29:19.7, 1, Pass, 21 Michael Guigou,  ,22:28.7, 10.51, -3.64
29:20.1, 1, Player Catch, 2 Jerome Fernandez,  ,22:29.1, 9.20, 0.49
29:20.7, 1, Pass, 2 Jerome Fernandez,  ,22:29.7, 9.83, 1.87
29:21.4, 1, Player Catch, 28 Valentin Porte,  ,22:30.4, 14.27, 4.32
29:22.3, 1, Shot, 28 Valentin Porte,  ,22:31.3, 15.63, 1.32
29:22.6, 1, Goal, 28 Valentin Porte,  ,22:31.6, 15.69, 0.76
29:26.3, 1, Substitution, 2 Jerome Fernandez, 22 Luka Karabatic,22:35.3, -2.60, 9.51
29:27.0, 1, Throw Off, 23 Leos Petrovsky,  ,22:36.0, -0.94, -0.85
29:27.2, 1, Substitution, 42 Jakub Szymanski, 3 Roman Becvar,22:36.2, 4.58, 9.56
29:27.7, 1, Player Catch, 11 Jan Sobol,  ,22:36.7, -0.15, -8.93
29:30.8, 1, Pass, 11 Jan Sobol,  ,22:39.8, -10.91, -9.06
29:31.5, 1, Player Catch, 19 Tomas Babak,  ,22:40.5, -5.20, -0.49
29:35.6, 1, Pass, 19 Tomas Babak,  ,22:44.6, -8.98, -0.18
29:35.9, 1, Player Catch, 23 Leos Petrovsky,  ,22:44.9, -10.37, 1.14
29:36.6, 1, Pass, 23 Leos Petrovsky,  ,22:45.6, -9.45, -0.08
29:37.2, 1, Player Catch, 13 Pavel Horak,  ,22:46.2, -9.40, -8.66
29:39.2, 1, Pass, 13 Pavel Horak,  ,22:48.2, -10.12, -4.78
29:39.5, 1, Player Catch, 3 Roman Becvar,  ,22:48.5, -8.70, 1.90
29:39.9, 1, Pass, 3 Roman Becvar,  ,22:48.9, -9.30, 2.01
29:40.4, 1, Player Catch, 19 Tomas Babak,  ,22:49.4, -12.07, 7.12
29:41.1, 1, Pass, 19 Tomas Babak,  ,22:50.1, -12.30, 4.58
29:41.5, 1, Player Catch, 3 Roman Becvar,  ,22:50.5, -9.77, -0.35
29:42.4, 1, Pass, 3 Roman Becvar,  ,22:51.4, -10.78, -1.72
29:42.8, 1, Player Catch, 23 Leos Petrovsky,  ,22:51.8, -13.08, -3.10
29:42.9, 1, Substitution, 14 Kentin Mahe, 9 Guillaume Joli,22:51.9, -32768.00, -32768.00
29:43.9, 1, Shot, 23 Leos Petrovsky,  ,22:52.9, -14.22, -0.91
29:44.1, 1, Goalkeeper Save, 1 Cyril Dumoulin,  ,22:53.1, -17.85, -0.69
29:45.1, 1, Player Catch, 22 Luka Karabatic,  ,22:54.1, -12.63, 1.18
29:45.6, 1, Pass, 22 Luka Karabatic,  ,22:54.6, -12.28, 1.50
29:46.0, 1, Player Catch, 13 Nikola Karabatic,  ,22:55.0, -7.65, -0.36
29:49.5, 1, Pass, 13 Nikola Karabatic,  ,22:58.5, 3.45, -0.56
29:50.7, 1, Player Catch, 20 Cedric Sorhaindo,  ,22:59.7, -5.83, -4.45
29:51.5, 1, Pass, 20 Cedric Sorhaindo,  ,23:00.5, -4.84, -4.55
29:52.0, 1, Player Catch, 22 Luka Karabatic,  ,23:01.0, -5.06, 0.71
29:52.9, 1, Substitution, 3 Roman Becvar, 42 Jakub Szymanski,23:01.9, 4.51, 9.76
29:53.8, 1, Pass, 22 Luka Karabatic,  ,23:02.8, -4.26, 2.27
29:54.2, 1, Player Catch, 21 Michael Guigou,  ,23:03.2, 1.07, 4.69
29:55.2, 1, Pass, 21 Michael Guigou,  ,23:04.2, 1.31, 5.89
29:55.6, 1, Player Catch, 28 Valentin Porte,  ,23:04.6, 3.10, 6.71
29:56.5, 1, Pass, 28 Valentin Porte,  ,23:05.5, 3.07, 6.20
29:57.0, 1, Substitution, 22 Luka Karabatic, 2 Jerome Fernandez,23:06.0, -3.92, 9.64
29:57.4, 1, Substitution, 21 Michael Guigou, 14 Kentin Mahe,23:06.4, -1.45, 9.18
29:57.5, 1, Player Catch, 13 Nikola Karabatic,  ,23:06.5, 2.64, -2.81
30:01.1, 1, Pass, 13 Nikola Karabatic,  ,23:10.1, 5.09, -3.74
30:01.5, 1, Player Catch, 14 Kentin Mahe,  ,23:10.5, 2.75, -4.52
30:03.3, 1, Pass, 14 Kentin Mahe,  ,23:12.3, 9.46, -9.37
30:04.0, 1, Player Catch, 2 Jerome Fernandez,  ,23:13.0, 7.83, -7.77
30:04.9, 1, Pass, 2 Jerome Fernandez,  ,23:13.9, 8.81, -7.82
30:05.6, 1, Player Catch, 13 Nikola Karabatic,  ,23:14.6, 5.00, -0.23
30:07.2, 1, Pass, 13 Nikola Karabatic,  ,23:16.2, 6.25, 1.13
30:07.8, 1, Player Catch, 28 Valentin Porte,  ,23:16.8, 9.22, 7.72
30:08.6, 1, Pass, 28 Valentin Porte,  ,23:17.6, 9.09, 7.50
30:09.3, 1, Player Catch, 13 Nikola Karabatic,  ,23:18.3, 6.69, -0.19
30:10.0, 1, Pass, 13 Nikola Karabatic,  ,23:19.0, 6.90, -1.65
30:10.6, 1, Player Catch, 2 Jerome Fernandez,  ,23:19.6, 11.63, -9.55
30:11.3, 1, Pass, 2 Jerome Fernandez,  ,23:20.3, 11.52, -9.19
